City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,EnergyClass,Price
Vilnius,Žirmūnai,Trinapolio g.,"27,53m2",1,2,2022,Brick,Central thermostat,Fully,B,110000
Vilnius,Žirmūnai,Trinapolio g.,58m2,4,3,2020,Brick,"Electric, aerothermal",Fully,A+,143000
Vilnius,Žirmūnai,Trinapolio g.,"83,4m2",3,3,1992,Brick,Central thermostat,Partial,B,359000
Palanga,Šventoji,Mėguvos g.,17m2,2,2,2019,Brick,"Electric, aerothermal, other",Fully,nan,27200
Vilnius,Senamiestis,Trakų g.,88m2,3,3,2014,Brick,Central thermostat,Fully,nan,650000
Klaipėda,Giruliai,Turistų g.,"101,53m2",2,2,2015,Carcass house,"Gas, other",Fully,nan,165000
Kaunas,Romainiai,Girios g.,38m2,2,2,2022,Brick,Central thermostat,Partial,A+,87400
Kauno r. sav.,Užliedžių k.,Ilgoji g.,"68,9m2",3,2,2022,Brick,"Central thermostat, gas",Partial,A+,124020
Vilnius,Vilkpėdė,Vilkpėdės g.,72m2,3,6,2009,Brick,"Electric, central thermostat",Fully,nan,210000
Vilnius,Senamiestis,Bazilijonų g.,"48,53m2",2,2,1940,Brick,Gas,Fully,A,347000
Klaipėda,Giruliai,Turistų g.,30m2,2,2,2018,Brick,Gas,Fully,nan,62000
Klaipėda,Giruliai,Turistų g.,"42,72m2",2,3,2015,Brick,Gas,Fully,nan,135000
Vilnius,Bajorai,Salaspilio g.,"51,75m2",2,1,2023,Brick,Gas,Partial,A++,146005
Vilnius,Visoriai,Visorių g.,"27,94m2",1,2,2023,Monolithic,Central thermostat,Partial,A++,94996
Vilnius,Baltupiai,Visorių g.,"31,24m2",1,5,2023,Brick,Central thermostat,Partial,A++,106432
Vilnius,Bajorai,Salaspilio g.,"50,66m2",2,1,2023,Brick,Gas,Partial,A++,132020
Vilnius,Bajorai,Salaspilio g.,"59,76m2",3,1,2023,Brick,Gas,Partial,A++,148617
Vilnius,Bajorai,Salaspilio g.,"48,26m2",2,2,2023,Brick,Gas,Partial,A++,130784
Vilnius,Bajorai,Salaspilio g.,"60,99m2",3,1,2023,Brick,Gas,Partial,A++,145278
Vilnius,Visoriai,Visorių g.,"61,3m2",3,2,2023,Brick,Central thermostat,Partial,A++,166981
Vilnius,Naujininkai,Panevėžio g.,"39,59m2",2,1,1940,Wooden house,Solid fuel,Fully,nan,37000
Vilnius,Naujininkai,Panevėžio g.,"39,51m2",2,2,2022,Brick,Central thermostat,Partial,nan,139000
Klaipėda,Centras,Žiedų skg.,"122,3m2",4,1,2019,Brick,Central,Partial,A+,281290
Vilnius,Naujamiestis,Geležinio Vilko g.,"44,45m2",2,3,1962,Block house,Central,Fully,nan,95000
Vilnius,Žirmūnai,Žirmūnų g.,"65,15m2",3,2,1965,Block house,Central,Fully,nan,143000
Vilnius,Žirmūnai,Žirmūnų g.,63m2,3,3,1995,Brick,Electric,Fully,nan,143000
Vilnius,Naujininkai,Panevėžio g.,64m2,3,2,2022,Monolithic,Other,Fully,A,199000
Vilnius,Naujininkai,Panevėžio g.,64m2,3,1,2022,Monolithic,Other,Fully,A,219000
Kaunas,Žaliakalnis,Taikos pr.,65m2,3,2,1965,Brick,Central,Fully,nan,95000
Vilnius,Baltupiai,Kazio Ulvydo g.,"36,4m2",1,1,2015,Brick,Central thermostat,Fully,nan,136500
Vilnius,Baltupiai,Kazio Ulvydo g.,"39,13m2",2,1,2021,Brick,Electric,Fully,A,149000
Vilnius,Baltupiai,Kazio Ulvydo g.,"30,89m2",2,2,2021,Brick,Electric,Fully,A,120000
Vilnius,Baltupiai,Kazio Ulvydo g.,"57,01m2",3,2,2022,Brick,Electric,Partial,A+,194000
Kaunas,Romainiai,Girios g.,"41,86m2",2,4,2022,Brick,Central thermostat,Fully,A+,117208
Vilnius,Lazdynėliai,Jonažolių g.,"64,54m2",2,2,2009,Brick,Central thermostat,Fully,nan,179000
Vilnius,Šnipiškės,Giedraičių g.,"50,69m2",3,4,1972,Block house,Central,Fully,nan,117000
Vilnius,Paupys,Aukštaičių g.,59m2,3,2,2022,Brick,Central thermostat,Partial,nan,255100
Vilnius,Užupis,Aukštaičių g.,"40,94m2",2,1,2022,Brick,Central thermostat,Partial,A,196100
Klaipėda,Centras,Žiedų skg.,"102,5m2",4,1,2019,Brick,Central,Fully,A+,377400
Kaunas,Freda,Europos pr.,"59,93m2",3,2,2023,Block house,Central thermostat,Partial,nan,146829
Klaipėda,Bandužiai,Bandužių g.,"78,04m2",3,4,1990,Brick,Central,Fully,nan,84000
Klaipėda,Bandužiai,Bandužių g.,42m2,2,3,2016,Brick,Central thermostat,Fully,nan,169900
Vilnius,Naujoji Vilnia,Parko g.,65m2,3,5,1985,Brick,Central,Fully,nan,96000
Vilnius,Bajorai,Bajorų kel.,60m2,3,2,2015,Brick,Central thermostat,Fully,nan,185000
Vilnius,Bajorai,Bajorų kel.,"53,75m2",3,1,2022,Brick,Gas,Partial,A+,220000
Vilnius,Bajorai,Bajorų kel.,"43,01m2",2,1,2022,Brick,Gas,Partial,A+,175000
Vilnius,Lazdynėliai,Žaibo g.,"40,95m2",2,1,2018,Brick,Gas,Fully,nan,155000
Klaipėda,Centras,Gintaro g.,54m2,2,2,1988,Brick,Central,Fully,nan,120000
Vilnius,Bajorai,Bajorų kel.,"54,84m2",3,2,2023,Brick,Central thermostat,Partial,nan,152800
Vilnius,Žirmūnai,Tuskulėnų g.,"40,29m2",2,2,2022,Brick,Central thermostat,Fully,nan,171200
Kaunas,Eiguliai,Ukmergės g.,"60,97m2",3,1,1981,Block house,Central,Fully,nan,80000
Vilnius,Šnipiškės,A. Juozapavičiaus g.,"90,2m2",3,6,2005,Brick,Central thermostat,Fully,nan,349000
Vilnius,Antakalnis,P. Vileišio g.,"26,62m2",2,3,1961,Brick,Electric,Fully,nan,99000
Kaunas,Dainava,V. Krėvės pr.,"37,15m2",2,2,2023,Monolithic,Central thermostat,Partial,A++,81730
Kaunas,Dainava,V. Krėvės pr.,"38,4m2",2,3,2022,Brick,Gas,Fully,A+,229000
Vilnius,Pilaitė,Karaliaučiaus g.,"56,78m2",3,9,2018,Block house,Central thermostat,Fully,nan,214000
Kaunas,Šilainiai,Žaibo g.,"64,48m2",2,8,2022,Monolithic,Central thermostat,Partial,A+,100000
Vilnius,Justiniškės,Taikos g.,"90,92m2",4,1,1985,Block house,Central,Fully,nan,183000
Klaipėda,Centras,Tilžės g.,"62,56m2",2,2,1930,Brick,Solid fuel,Not,nan,79000
Kauno r. sav.,Jonučių II k.,Versmės g.,47m2,2,2,2009,Brick,Gas,Fully,nan,117000
Vilnius,Naujininkai,Kapsų g.,"36,08m2",2,3,2023,Monolithic,Central thermostat,Partial,nan,133500
Vilnius,Naujininkai,Kapsų g.,"58,54m2",2,2,2022,Brick,Gas,Partial,nan,187328
Kaunas,Kalniečiai,Geležinio Vilko g.,62m2,3,5,1978,Block house,Central,Fully,nan,85000
Vilnius,Naujamiestis,Skroblų g.,"49,38m2",2,2,2022,Monolithic,Central thermostat,Fully,A++,205144
Vilnius,Naujamiestis,Skroblų g.,"44,1m2",2,4,2022,Monolithic,Central thermostat,Fully,A++,187924
Vilnius,Šnipiškės,Giedraičių g.,"34,15m2",1,3,2021,Brick,Central thermostat,Partial,nan,134200
Vilnius,Šnipiškės,Giedraičių g.,"86,86m2",4,3,2006,Brick,Gas,Fully,nan,287000
Vilnius,Visoriai,Visorių g.,"58,34m2",3,5,2022,Brick,Central thermostat,Partial,A++,172583
Vilnius,Visoriai,Visorių g.,"26,41m2",1,5,2022,Brick,Central thermostat,Partial,A++,90703
Vilnius,Visoriai,Visorių g.,"42,86m2",2,3,2022,Brick,Central thermostat,Partial,A++,138167
Vilnius,Žemieji Paneriai,Ūmėdžių g.,"60,08m2",2,3,1994,Brick,Central,Fully,nan,134999
Vilnius,Naujamiestis,Naugarduko g.,"45,19m2",3,1,1961,Block house,Central,Fully,nan,125000
Vilnius,Pilaitė,Simono Grunau g.,"51,67m2",3,3,2022,Brick,Gas,Partial,B,98173
Kauno r. sav.,Jonučių II k.,Versmės g.,"77,37m2",3,2,2022,Brick,Gas,Partial,A+,108318
Kaunas,Žemieji Šančiai,Sodų g.,"73,07m2",3,2,2018,Brick,Gas,Fully,nan,152000
Vilnius,Visoriai,Visorių g.,"48,04m2",2,4,2023,Brick,Central thermostat,Partial,A++,159031
Vilnius,Justiniškės,Mozūriškių g.,77m2,4,1,2023,Brick,Aerothermal,Partial,A++,292000
Vilnius,Pilaitė,Mozūriškių g.,"59,47m2",3,1,2023,Brick,Aerothermal,Partial,nan,189000
Kaunas,Šilainiai,Žaibo g.,42m2,1,6,2022,Monolithic,Central thermostat,Partial,A+,72000
Klaipėda,Sportininkai,Pušyno g.,"37,08m2",2,2,1992,Brick,Central,Fully,nan,60000
Vilnius,Naujamiestis,Algirdo g.,"75,27m2",3,2,2024,Brick,Central thermostat,Partial,A++,278499
Vilnius,Naujamiestis,Naugarduko g.,"47,23m2",2,2,2022,Brick,Gas,Fully,nan,180000
Vilnius,Naujininkai,Šaltkalvių g.,"27,5m2",1,9,1974,Brick,Central,Fully,nan,65500
Vilnius,Grigiškės,Šviesos g.,67m2,3,1,1992,Block house,Central thermostat,Fully,B,111000
Vilnius,Žirmūnai,Kareivių g.,"56,85m2",2,1,1977,Brick,Central,Fully,nan,107000
Vilnius,Pilaitė,Tolminkiemio g.,53m2,3,4,2022,Brick,Central thermostat,Partial,nan,147022
Vilnius,Pilaitė,Tolminkiemio g.,"91,77m2",3,1,2022,Brick,Aerothermal,Partial,A,229000
Vilnius,Senamiestis,J. Basanavičiaus g.,43m2,2,1,1940,Brick,Central,Fully,nan,199000
Vilnius,Naujininkai,Eišiškių pl.,42m2,2,4,2018,Brick,Central thermostat,Fully,nan,130000
Vilnius,Paupys,Aukštaičių g.,"64,11m2",3,3,2022,Brick,Central thermostat,Partial,nan,299800
Kaunas,Centras,Vytauto pr.,"60,1m2",2,2,1931,Brick,Central,Fully,nan,139000
Vilnius,Senamiestis,J. Basanavičiaus g.,"84,18m2",2,1,2022,Brick,Central thermostat,Partial,nan,505080
Kaunas,Vilijampolė,Bajorų g.,"54,5m2",3,2,1962,Brick,Central,Fully,nan,75000
Kaunas,Vilijampolė,Bajorų g.,44m2,2,4,2018,Brick,Electric,Fully,nan,172000
Kaunas,Eiguliai,S. Žukausko g.,"50,8m2",2,7,1979,Block house,Central,Fully,nan,85000
Vilnius,Jeruzalė,Mokyklos g.,112m2,4,3,2002,Brick,Gas,Fully,nan,249900
Vilnius,Šiaurės miestelis,Žygio g.,"39,45m2",1,1,2007,Brick,Central thermostat,Fully,nan,135000
Vilnius,Antakalnis,Švyturio g.,"58,32m2",3,3,1962,Block house,Central,Fully,nan,125000
Vilnius,Vilkpėdė,Vilkpėdės g.,"40,97m2",2,2,2006,Brick,Central thermostat,Fully,nan,148000
Vilnius,Naujininkai,Dzūkų g.,"64,98m2",3,2,1955,Brick,Gas,Fully,nan,110000
Vilnius,Naujamiestis,Vilkpėdės g.,"40,97m2",2,2,2006,Brick,Central thermostat,Fully,nan,148000
Kaunas,Dainava,Partizanų g.,"43,98m2",2,1,1971,Block house,Central,Fully,nan,62500
Kaunas,Dainava,Partizanų g.,"26,31m2",1,2,2023,Brick,Aerothermal,Fully,nan,69950
Vilnius,Pilaitė,Vydūno g.,36m2,1,6,1992,Block house,Central,Fully,nan,79900
Vilnius,Žvėrynas,Stirnų g.,"55,69m2",3,3,2018,Brick,Central,Fully,nan,260000
Kaunas,Eiguliai,Ukmergės g.,"72,29m2",3,6,1993,Monolithic,Central,Fully,nan,109500
Kaunas,Centras,E. Ožeškienės g.,77m2,3,2,1928,Brick,Central,Fully,nan,199000
Kaunas,Centras,E. Ožeškienės g.,"50,46m2",2,4,2018,Monolithic,Central thermostat,Fully,nan,156000
Kaunas,Centras,E. Ožeškienės g.,"50,58m2",2,6,1982,Brick,Central,Fully,nan,67000
Kaunas,Dainava,Kovo 11-osios g.,"44,35m2",2,2,1968,Block house,Central,Fully,nan,89000
Vilnius,Pilaitė,Sidaronių g.,"60,03m2",3,2,2019,Brick,Central thermostat,Fully,A,189900
Vilnius,Bajorai,Bajorų kel.,"26,97m2",1,3,2022,Brick,Central thermostat,Partial,A+,85000
Vilnius,Bajorai,Bajorų kel.,"25,85m2",1,1,2023,Brick,Central thermostat,Partial,nan,75000
Vilnius,Justiniškės,Mozūriškių g.,"59,47m2",3,1,2023,Brick,Aerothermal,Partial,A++,189000
Kaunas,Žaliakalnis,Žuvinto g.,"54,83m2",2,1,2008,Brick,Central thermostat,Fully,nan,189999
Vilnius,Baltupiai,Ozo g.,47m2,2,6,2022,Block house,Central thermostat,Fully,A,189500
Klaipėda,Miškas,Kretingos g.,55m2,3,5,1968,Brick,Central thermostat,Fully,nan,82300
Vilnius,Naujamiestis,Vytenio g.,"39,57m2",2,2,2023,Brick,Central thermostat,Partial,A+,178200
Vilnius,Naujamiestis,Vytenio g.,"43,42m2",2,3,2023,Brick,Central thermostat,Partial,A+,186700
Biržų r. sav.,Vabalninko m.,B. Sruogos g.,"82,04m2",3,2,1989,Brick,"Central, solid fuel",Partial,nan,18900
Vilnius,Naujoji Vilnia,Pramonės g.,"21,5m2",1,3,1981,Block house,Electric,Fully,nan,38500
Vilnius,Baltupiai,Juozo Balčikonio g.,"50,21m2",2,1,2012,Brick,Central thermostat,Fully,nan,175000
Vilnius,Baltupiai,Juozo Balčikonio g.,"109,95m2",4,1,2019,Brick,Gas,Fully,nan,560000
Vilnius,Šnipiškės,Kernavės g.,83m2,4,5,2022,Brick,Central thermostat,Partial,A,255000
Vilnius,Šnipiškės,Daugėliškio g.,"52,24m2",3,7,2022,Brick,Central thermostat,Partial,A,200000
Vilnius,Šnipiškės,Daugėliškio g.,"40,05m2",1,1,2015,Monolithic,Central thermostat,Fully,nan,124000
Vilnius,Šnipiškės,Daugėliškio g.,"110,02m2",4,1,1936,Wooden house,Solid fuel,Partial,nan,117000
Vilnius,Šnipiškės,Žalgirio g.,"38,27m2",2,2,2016,Brick,Central thermostat,Fully,nan,169900
Vilnius,Šnipiškės,Žalgirio g.,40m2,2,1,2023,Brick,Aerothermal,Partial,nan,96000
Vilnius,Šnipiškės,Žalgirio g.,39m2,2,2,2023,Brick,Aerothermal,Partial,nan,92500
Vilnius,Šnipiškės,Žalgirio g.,39m2,2,2,2022,Brick,Aerothermal,Partial,nan,93600
Vilnius,Šnipiškės,Žalgirio g.,"54,49m2",2,1,1987,Block house,Central,Fully,nan,65800
Panevėžys,Žemaičiai,Žemaičių g.,"63,86m2",3,2,2022,Brick,Central thermostat,Partial,nan,102500
Vilnius,Senamiestis,A. Stulginskio g.,"105,23m2",4,3,1954,Brick,Central,Fully,nan,315000
Vilnius,Senamiestis,A. Stulginskio g.,"34,6m2",2,1,2023,Brick,Geothermal,Fully,A+,237010
Vilnius,Senamiestis,A. Stulginskio g.,50m2,2,7,1986,Block house,Central,Fully,nan,50000
Vilnius,Visoriai,Visorių g.,"90,1m2",4,2,2023,Brick,Central thermostat,Partial,A++,232638
Vilnius,Bajorai,Salaspilio g.,"76,72m2",4,1,2023,Brick,Gas,Partial,A++,196096
Vilnius,Šeškinė,Dūkštų g.,28m2,1,1,1986,Block house,Central,Fully,nan,69990
Vilnius,Šeškinė,Ozo g.,39m2,2,4,2021,Brick,Central thermostat,Fully,A,169900
Kauno r. sav.,Giraitės k.,Azalijų g.,"60,7m2",3,2,2021,Brick,Gas,Fully,A+,141500
Kauno r. sav.,Giraitės k.,Azalijų g.,"38,01m2",2,2,2022,Brick,Gas,Fully,A+,209000
Klaipėda,Centras,Gintaro g.,"34,65m2",1,5,1987,Brick,Central,Fully,nan,59000
Vilnius,Justiniškės,Taikos g.,"61,47m2",3,6,1983,Block house,Central,Fully,nan,117000
Kaunas,Žaliakalnis,Šimkaičių g.,53m2,2,1,2022,Brick,Gas,Partial,A+,158000
Šiauliai,Zokniai,Radviliškio g.,"55,29m2",2,5,1973,Brick,Central,Fully,nan,56500
Šiauliai,Zokniai,Radviliškio g.,"59,04m2",3,5,1963,Block house,Central,Fully,nan,70000
Vilnius,Vilkpėdė,Titnago g.,"38,01m2",2,2,2020,Brick,Electric,Fully,nan,95000
Vilnius,Vilkpėdė,Titnago g.,"43,09m2",2,4,1969,Brick,Central,Fully,nan,33000
Vilnius,Šeškinė,Šeškinės g.,"35,33m2",1,4,1979,Block house,Central,Fully,nan,75000
Kaunas,Žaliakalnis,Jonavos g.,"41,86m2",2,1,1976,Brick,Central,Fully,nan,65000
Vilnius,Karoliniškės,Laisvės pr.,"48,6m2",2,10,1975,Block house,Central,Fully,nan,89000
Vilnius,Šnipiškės,Konstitucijos pr.,"100,6m2",3,4,2005,Monolithic,Central thermostat,Fully,nan,380000
Vilnius,Vilkpėdė,Savanorių pr.,"33,65m2",1,4,1976,Brick,Central,Fully,nan,65000
Klaipėda,Giruliai,Litorinos g.,"58,85m2",3,1,2022,Brick,Gas,Partial,A+,341330
Vilnius,Kalnėnai,Azerų g.,"86,64m2",4,1,2022,Brick,"Aerothermal, gas",Partial,nan,159900
Vilnius,Pilaitė,Vorupės g.,90m2,4,1,2022,Brick,"Aerothermal, gas",Partial,nan,168000
Vilnius,Pilaitė,Vorupės g.,"35,41m2",2,3,2022,Brick,Electric,Fully,nan,245000
Vilnius,Pilaitė,Vorupės g.,"50,62m2",2,1,2023,Monolithic,Central thermostat,Partial,A+,145000
Vilnius,Žirmūnai,Žirmūnų g.,"86,31m2",4,5,2001,Brick,Central thermostat,Fully,nan,212500
Vilnius,Žirmūnai,Žirmūnų g.,"86,31m2",4,5,2001,Brick,Central thermostat,Fully,nan,212500
Vilnius,Antakalnis,Naujakurių g.,40m2,3,1,2023,Other,Electric,Fully,nan,192000
Vilnius,Senamiestis,Gedimino pr.,131m2,4,4,1940,Brick,Geothermal,Fully,nan,668000
Vilnius,Šeškinė,Ukmergės g.,50m2,2,4,1981,Block house,Central,Fully,nan,126000
Klaipėda,Mažasis kaimelis,Panevėžio g.,"60,77m2",3,2,1979,Block house,Central,Fully,nan,115000
Kretingos r. sav.,Kluonalių k.,Aisčių g.,80m2,4,1,2021,Brick,"Gas, other",Partial,A+,104000
Kretingos r. sav.,Kluonalių k.,Aisčių g.,62m2,2,1,2001,Block house,Electric,Fully,nan,285000
Vilnius,Šeškinė,Paberžės g.,"35,36m2",1,4,1981,Block house,Central,Fully,nan,89500
Panevėžys,Molainiai,Molainių g.,"36,08m2",1,1,1985,Block house,Central,Fully,nan,58900
Kauno r. sav.,Garliavos m.,Stasio Lozoraičio g.,"38,17m2",1,2,1992,Brick,Central,Fully,nan,40000
Klaipėda,Melnragė,Molo g.,"77,28m2",3,1,2004,Brick,Gas,Fully,nan,169800
Kaunas,Dainava,Savanorių pr.,80m2,4,4,1972,Brick,Central,Fully,nan,109600
Kaunas,Dainava,Savanorių pr.,"40,44m2",2,1,2022,Brick,Aerothermal,Partial,A++,120000
Vilnius,Senamiestis,Tilto g.,174m2,7,1,1940,Brick,Gas,Fully,nan,659000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,"47,45m2",2,3,1970,Block house,Central,Fully,nan,29000
Vilnius,Žvėrynas,Sėlių g.,57m2,2,3,2004,Brick,Central thermostat,Fully,nan,199000
Klaipėda,Kaunas,Kauno g.,47m2,2,5,1966,Brick,Central thermostat,Fully,nan,92000
Vilnius,Naujamiestis,Skroblų g.,"70,83m2",3,1,2022,Monolithic,Central thermostat,Partial,nan,189000
Vilnius,Pilaitė,Gilužio g.,62m2,3,2,2022,Brick,Gas,Fully,A+,210000
Vilnius,Grigiškės,Pašto g.,"54,63m2",2,1,1953,Brick,Central,Fully,nan,92000
Vilnius,Pašilaičiai,Perkūnkiemio g.,80m2,3,5,2008,Brick,Central thermostat,Fully,nan,169999
Vilnius,Senamiestis,Sodų g.,"32,81m2",1,2,2021,Brick,Central thermostat,Fully,nan,170000
Kaunas,Aleksotas,K. Dulksnio g.,"63,17m2",3,3,2023,Brick,Aerothermal,Partial,A++,107389
Kaunas,Aleksotas,K. Dulksnio g.,"41,7m2",2,1,2023,Brick,Aerothermal,Partial,A++,87570
Vilnius,Pašilaičiai,Pavilnionių g.,"44,45m2",2,3,2023,Brick,Central thermostat,Partial,A++,115570
Vilnius,Pašilaičiai,Pavilnionių g.,"32,86m2",1,3,2023,Brick,Central thermostat,Partial,nan,90400
Alytus,Putinai,Kalniškės g.,35m2,2,4,1979,Block house,Central,Fully,nan,21000
Alytus,Putinai,Kalniškės g.,45m2,2,4,1970,Block house,Central,Fully,nan,50000
Klaipėda,Debrecenas,Debreceno g.,"67,85m2",3,1,1972,Brick,Central,Partial,nan,69500
Kaunas,Eiguliai,Sukilėlių pr.,170m2,4,13,2006,Brick,"Central thermostat, other",Fully,nan,390000
Vilnius,Lazdynėliai,Šalnos g.,"14,47m2",1,1,1993,Monolithic,"Central, central thermostat",Not,nan,38000
Kaunas,Amaliai,A. Baltūsio-Žvejo g.,45m2,1,4,1988,Block house,Central,Fully,nan,89000
Vilnius,Karoliniškės,Vytauto Vaitkaus g.,46m2,2,5,1974,Block house,Central,Fully,nan,125000
Vilnius,Fabijoniškės,S. Stanevičiaus g.,"66,84m2",3,8,1990,Block house,Central,Fully,nan,110000
Vilnius,Šnipiškės,Linkmenų g.,"47,23m2",2,6,2022,Block house,Central thermostat,Partial,nan,192000
Vilnius,Pilaitė,Tolminkiemio g.,"35,17m2",2,2,2022,Brick,Central thermostat,Partial,nan,93000
Kaunas,Žaliakalnis,Lietuvių g.,"71,59m2",3,1,2022,Brick,Central thermostat,Partial,A+,159000
Palanga,Šventoji,Mokyklos g.,"45,24m2",2,2,2022,Brick,Electric,Partial,nan,99528
Vilnius,Lazdynėliai,Lazdynėlių g.,"73,3m2",3,4,2018,Other,Gas,Fully,nan,210000
Vilnius,Žirmūnai,Apkasų g.,"61,06m2",3,7,1979,Block house,Central,Fully,nan,138000
Vilnius,Žirmūnai,Rinktinės g.,"63,77m2",3,1,1976,Block house,Central,Fully,nan,120000
Panevėžio r. sav.,Miežiškių mstl.,Nevėžio g.,"58,04m2",3,2,1966,Brick,Gas,Fully,nan,39900
Šiauliai,Centras,Dvaro g.,145m2,6,3,1947,Brick,Gas,Fully,nan,230000
Šiauliai,Centras,Dvaro g.,"43,98m2",2,2,1964,Block house,Central,Fully,nan,51500
Klaipėda,Giruliai,Litorinos g.,"64,75m2",3,2,2022,Brick,Gas,Partial,A+,375550
Vilnius,Žirmūnai,Žirmūnų g.,"50,96m2",2,5,1980,Block house,Central,Fully,nan,99000
Šiauliai,Lieporiai,Tilžės g.,35m2,2,5,1972,Brick,Central,Fully,nan,37500
Šiauliai,Lieporiai,Tilžės g.,"46,09m2",2,3,1969,Block house,Central,Fully,nan,60000
Šiauliai,Centras,J. Basanavičiaus g.,95m2,4,2,1959,Brick,"Gas, sun energy",Fully,nan,105000
Kaunas,Centras,Vytauto pr.,"39,37m2",2,3,1930,Brick,Central,Partial,nan,89999
Kaunas,Centras,Vytauto pr.,"43,52m2",2,3,1930,Brick,Central,Partial,nan,94500
Klaipėda,Žardininkai,Žardininkų g.,47m2,2,3,1976,Block house,Central,Fully,nan,85000
Klaipėda,Žardininkai,Žardininkų g.,65m2,3,4,1974,Brick,Central,Fully,A++,70000
Klaipėda,Žvejybos uostas,Kalnupės g.,"65,76m2",3,3,1993,Brick,Central,Fully,nan,82000
Kaunas,Šilainiai,Girios g.,"54,17m2",3,3,2023,Brick,Central thermostat,Partial,nan,124591
Kaunas,Šilainiai,Girios g.,"69,01m2",3,4,2023,Monolithic,Central thermostat,Partial,A+,248400
Klaipėda,Vėtrungė,Kuosų g.,87m2,3,17,2009,Monolithic,Central thermostat,Fully,nan,164900
Klaipėda,Mažasis kaimelis,Kretingos g.,38m2,2,1,1965,Brick,Central thermostat,Fully,nan,74999
Šiauliai,Žaliūkiai,Paukščių tak.,"88,05m2",3,5,2006,Brick,Gas,Fully,nan,146000
Šiauliai,Žaliūkiai,Paukščių tak.,46m2,2,1,1987,Brick,Central,Not,nan,21900
Palanga,Šventoji,Mokyklos g.,"37,64m2",1,3,1991,Brick,Electric,Fully,nan,74000
Palanga,Šventoji,Mokyklos g.,"44,32m2",2,4,1990,Brick,Central,Fully,nan,88000
Palanga,Šventoji,Mokyklos g.,64m2,3,5,1991,Block house,Central,Fully,nan,52000
Vilnius,Naujamiestis,Algirdo g.,"36,82m2",2,2,2023,Brick,Central thermostat,Partial,nan,160428
Vilnius,Naujamiestis,Algirdo g.,"56,32m2",3,3,2023,Brick,Central thermostat,Partial,nan,275900
Vilnius,Kalnėnai,Azerų g.,80m2,3,1,2023,Brick,"Aerothermal, gas",Partial,A+,148000
Vilnius,Senamiestis,Gedimino pr.,"73,9m2",3,3,1940,Brick,Central,Fully,nan,328000
Vilnius,Senamiestis,Gedimino pr.,"50,22m2",2,2,1985,Block house,Central,Fully,nan,59000
Vilnius,Markučiai,Manufaktūrų g.,"73,75m2",3,2,2019,Brick,Central thermostat,Fully,A+,315000
Vilnius,Paupys,Manufaktūrų g.,"73,75m2",3,2,2019,Brick,Central thermostat,Fully,nan,315000
Vilnius,Užupis,Manufaktūrų g.,"73,75m2",3,2,2019,Brick,Central thermostat,Fully,nan,315000
Vilnius,Užupis,Manufaktūrų g.,"44,06m2",2,2,2022,Monolithic,Central thermostat,Partial,A+,149500
Vilnius,Kalnėnai,Azerų g.,78m2,3,1,2022,Brick,Gas,Fully,nan,256000
Šiauliai,Dainiai,Dainų g.,"64,35m2",3,1,1980,Block house,Central,Fully,nan,75000
Šiauliai,Dainiai,Dainų g.,"63,82m2",3,4,1978,Block house,Central,Fully,nan,70000
Vilnius,Senamiestis,Ligoninės g.,"53,38m2",2,2,1958,Brick,Central,Fully,nan,225000
Vilnius,Naujininkai,Rudaminos g.,64m2,3,5,1983,Brick,Central,Fully,nan,130000
Vilnius,Pašilaičiai,Pavilnionių g.,"56,52m2",2,1,2018,Brick,Central thermostat,Fully,nan,175000
Šiauliai,Medelynas,Birutės g.,39m2,2,5,1997,Brick,Central,Fully,A+,59999
Panevėžys,Tulpės,Tulpių g.,49m2,2,4,1988,Brick,Central,Fully,nan,65000
Panevėžys,Centras,J. Basanavičiaus g.,"44,71m2",2,5,1966,Block house,Central,Fully,nan,38900
Vilnius,Burbiškės,Burbiškių g.,"51,49m2",2,2,2022,Brick,Gas,Partial,A+,173460
Vilnius,Naujininkai,Kapsų g.,"61,44m2",3,4,2023,Monolithic,Central thermostat,Partial,nan,199500
Kaunas,Centras,Maironio g.,56m2,3,3,1936,Brick,"Gas, other",Fully,nan,269000
Klaipėda,Giruliai,Litorinos g.,"58,45m2",3,2,2022,Brick,Gas,Partial,A+,327320
Kaunas,Centras,Parodos g.,"87,69m2",2,4,1933,Brick,Central,Other,nan,94000
Vilnius,Antakalnis,Antakalnio g.,82m2,3,4,2000,Brick,Central thermostat,Fully,nan,297000
Kaunas,Panemunė,A. Smetonos al.,"73,99m2",3,2,1926,Log house,Gas,Fully,nan,148000
Kaunas,Dainava,Pašilės g.,"44,17m2",2,4,1969,Block house,Central,Fully,nan,68999
Vilnius,Naujamiestis,M. K. Čiurlionio g.,"59,58m2",2,2,2017,Brick,Central thermostat,Fully,nan,299000
Kaunas,Šilainiai,Žaibo g.,150m2,4,8,2022,Monolithic,Central thermostat,Partial,A+,210000
Vilnius,Burbiškės,Burbiškių g.,56m2,3,3,2022,Brick,Gas,Fully,nan,299000
Vilnius,Šnipiškės,Šatrijos g.,"40,63m2",2,3,2022,Brick,Central thermostat,Partial,A++,158500
