City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,Price,Price per sqm
Ignalinos r. sav.,Didžiasalio k.,Dumblio g.,30.8,3,5,1990,Brick,Central,Other,400,12.987012987012987
Klaipėda,Vingis,I. Simonaitytės g.,55.0,2,8,1979,Block house,Central,Fully,65999,1199.9818181818182
Šiauliai,Centras,Tilžės g.,79.37,4,2,1930,Brick,Gas,Fully,198000,2494.6453319894167
Šiauliai,Centras,Tilžės g.,35.77,2,2,2005,Brick,Central thermostat,Fully,72000,2012.8599384959462
Klaipėda,Paupiai,Ragainės g.,35.0,2,2,2021,Brick,Central thermostat,Fully,102000,2914.285714285714
Vilnius,Senamiestis,S. Skapo g.,51.0,2,1,1940,Brick,Electric,Fully,226000,4431.3725490196075
Vilnius,Senamiestis,Mindaugo g.,69.27,3,3,2021,Brick,Geothermal,Fully,484890,7000.0
Vilnius,Senamiestis,Mindaugo g.,30.2,1,1,2022,Brick,Other,Fully,135000,4470.198675496689
Šiauliai,Žaliūkiai,Tilžės g.,17.51,1,4,1972,Brick,Central,Fully,8500,485.43689320388347
Šiauliai,Žaliūkiai,Tilžės g.,51.91,2,1,1973,Brick,Central,Other,44950,865.9217877094973
Klaipėda,Žardininkai,Žardininkų g.,49.0,2,1,1987,Block house,Central,Fully,64000,1306.1224489795918
Klaipėda,Žardininkai,Žardininkų g.,49.0,2,1,1987,Block house,Central,Other,63999,1306.1020408163265
Klaipėda,Bandužiai,Jūrininkų pr.,38.0,1,4,1991,Block house,Central,Fully,59800,1573.6842105263158
Klaipėda,Bandužiai,Jūrininkų pr.,38.0,2,4,1991,Block house,Central,Fully,59800,1573.6842105263158
Klaipėda,Senamiestis,J. Karoso g.,46.0,2,2,1954,Brick,Central,Fully,137000,2978.2608695652175
Vilnius,Naujamiestis,Geležinio Vilko g.,41.0,2,3,1980,Brick,Central,Fully,79000,1926.8292682926829
Vilnius,Baltupiai,Kalvarijų g.,46.0,2,1,1977,Block house,Central thermostat,Fully,119999,2608.6739130434785
Vilnius,Žirmūnai,Kalvarijų g.,46.0,2,1,1977,Block house,Central thermostat,Fully,119999,2608.6739130434785
Vilnius,Naujamiestis,Kauno g.,25.03,1,9,1978,Brick,Central,Fully,69000,2756.691969636436
Vilnius,Naujamiestis,Kauno g.,36.0,3,3,2021,Brick,Electric,Fully,146000,4055.5555555555557
Vilnius,Naujamiestis,Kauno g.,44.86,2,5,1969,Brick,Central thermostat,Fully,42000,936.2460989745877
Klaipėda,Centras,Medžiotojų g.,35.0,1,4,1987,Brick,Central,Fully,67000,1914.2857142857142
Vilnius,Lazdynai,Architektų g.,63.57,3,8,1970,Block house,Central,Fully,102000,1604.5304388862671
Vilnius,Lazdynai,Architektų g.,49.94,2,4,1970,Brick,Geothermal,Fully,47000,941.1293552262715
Vilnius,Lazdynai,Architektų g.,56.79,2,3,2008,Brick,Gas,Fully,349000,6145.44814227857
Panevėžys,Kniaudiškiai,Kniaudiškių g.,49.67,2,1,1986,Block house,Central,Fully,46000,926.1123414535937
Vilnius,Pilaitė,Sidaronių g.,60.62,2,3,2022,Brick,Central thermostat,Partial,163674,2700.0
Panevėžys,Centras,Beržų g.,54.23,2,4,1968,Brick,Central,Fully,53000,977.3188272174074
Vilnius,Pilaitė,Sidaronių g.,50.47,2,2,2022,Brick,Central thermostat,Partial,136269,2700.0
Vilnius,Buivydiškės,Sidaronių g.,50.2,2,2,2022,Brick,Central thermostat,Partial,135540,2700.0
Alytus,Putinai,Šaltinių g.,61.28,3,5,1971,Block house,Central,Fully,65000,1060.7049608355092
Klaipėda,Centras,M. Mažvydo al.,45.0,2,3,1951,Brick,Central,Fully,95000,2111.1111111111113
Klaipėda,Centras,M. Mažvydo al.,45.0,2,3,1958,Brick,Central,Fully,95000,2111.1111111111113
Klaipėda,Centras,M. Mažvydo al.,45.0,2,3,1958,Brick,Central thermostat,Fully,95000,2111.1111111111113
Kauno r. sav.,Raudondvario k.,Instituto g.,67.0,3,4,1973,Brick,Central,Fully,100500,1500.0
Kauno r. sav.,Raudondvario k.,Instituto g.,22.0,1,7,1968,Block house,Central,Fully,36000,1636.3636363636363
Panevėžio r. sav.,Velžio k.,Žemdirbių g.,79.13,4,3,1979,Brick,Gas,Fully,86700,1095.6653607986857
Vilnius,Lazdynėliai,Lazdynėlių g.,45.32,2,1,2019,Brick,Central thermostat,Fully,169000,3729.0379523389233
Klaipėda,Smeltė,Minijos g.,40.56,1,5,2010,Monolithic,Central thermostat,Fully,115000,2835.3057199211044
Klaipėda,Smeltė,Minijos g.,41.7,2,1,1966,Brick,"Central, solid fuel",Fully,18777,450.2877697841726
Vilnius,Pilaitė,Karaliaučiaus g.,60.2,3,4,2022,Brick,Central thermostat,Partial,156200,2594.6843853820596
Vilnius,Pilaitė,Gilužio g.,53.53,3,8,2022,Brick,Central thermostat,Partial,186700,3487.763870726695
Vilnius,Naujamiestis,Kedrų g.,22.0,1,3,1982,Brick,Central,Fully,83900,3813.6363636363635
Vilnius,Naujamiestis,Kedrų g.,15.0,1,3,1982,Brick,Central,Fully,65900,4393.333333333333
Vilnius,Naujamiestis,Kedrų g.,19.0,1,3,1982,Brick,Central,Fully,77900,4100.0
Vilnius,Pašilaičiai,Gabijos g.,50.0,2,1,1987,Block house,Central,Fully,110000,2200.0
Vilnius,Senamiestis,Gedimino pr.,63.0,2,6,1940,Brick,Central thermostat,Fully,420000,6666.666666666667
Vilnius,Senamiestis,Gedimino pr.,35.0,1,3,1978,Brick,Central,Fully,30500,871.4285714285714
Klaipėda,Vėtrungė,Birutės g.,36.26,1,4,2008,Brick,Central thermostat,Fully,95000,2619.9669056811917
Klaipėda,Melnragė,Molo g.,75.4,3,1,1936,Brick,Gas,Fully,115000,1525.1989389920423
Klaipėda,Melnragė,Molo g.,45.89,2,1,1973,Brick,Central,Fully,37500,817.1714970581826
Klaipėda,Melnragė,Molo g.,36.33,1,5,1979,Block house,Central,Fully,40000,1101.0184420589046
Vilnius,Šeškinė,Buivydiškių g.,33.0,2,3,2022,Brick,Central thermostat,Partial,62700,1900.0
Klaipėda,Baltija,Baltijos pr.,27.0,1,5,1970,Brick,Electric,Fully,55000,2037.037037037037
Klaipėda,Baltija,Baltijos pr.,58.5,3,4,2022,Brick,Central thermostat,Partial,175500,3000.0
Kaunas,Vilijampolė,Neries krant.,44.94,2,2,1964,Block house,Central,Partial,62000,1379.6172674677348
Kaunas,Šilainiai,Kuršių g.,83.0,4,7,1987,Block house,Central,Fully,105000,1265.0602409638554
Vilnius,Naujamiestis,Skroblų g.,40.63,2,4,2022,Block house,Central thermostat,Fully,173000,4257.937484617278
Klaipėda,Sportininkai,Malūnininkų g.,70.0,3,1,1974,Brick,Central,Fully,140000,2000.0
Klaipėda,Naujakiemis,Šiaulių g.,63.13,3,5,1975,Block house,Central,Fully,84000,1330.5876762236653
Vilnius,Santariškės,Dangeručio g.,57.0,3,3,2022,Brick,Aerothermal,Fully,204000,3578.9473684210525
Vilnius,Santariškės,Dangeručio g.,61.32,3,1,1970,Brick,"Electric, gas, solid fuel, other",Partial,31000,505.5446836268754
Vilnius,Lazdynai,Erfurto g.,78.0,4,4,1969,Block house,Central,Fully,128000,1641.025641025641
Klaipėda,Sportininkai,Malūnininkų g.,30.0,2,2,1974,Brick,Central thermostat,Fully,44000,1466.6666666666667
Šiauliai,Dainiai,Architektų g.,36.0,1,4,1984,Block house,Central,Fully,39000,1083.3333333333333
Vilnius,Žirmūnai,Žalgirio g.,68.41,3,5,1979,Block house,Central,Fully,139000,2031.8666861569948
Kaunas,Šilainiai,A. Šapokos g.,70.28,3,1,2023,Brick,Aerothermal,Partial,117500,1671.8838929994308
Klaipėda,Centras,Sausio 15-osios g.,43.0,2,4,1964,Brick,Central,Fully,94500,2197.6744186046512
Klaipėda,Debrecenas,Debreceno g.,33.0,2,2,1976,Brick,Central,Fully,38500,1166.6666666666667
Klaipėda,Debrecenas,Debreceno g.,44.0,2,3,1971,Block house,Central,Fully,42000,954.5454545454545
Vilnius,Senamiestis,J. Basanavičiaus g.,62.0,3,4,1940,Brick,Gas,Fully,340000,5483.870967741936
Vilnius,Naujininkai,Pelesos g.,13.88,1,3,1964,Brick,Central,Fully,21000,1512.9682997118155
Kaunas,Vilijampolė,Panerių g.,21.57,1,1,1932,Wooden house,Central,Fully,34000,1576.2633286972648
Vilnius,Antakalnis,P. Vileišio g.,47.16,2,3,1967,Block house,Electric,Fully,159000,3371.501272264631
Vilnius,Lazdynai,Erfurto g.,32.83,1,2,1969,Block house,Central,Not,69000,2101.7362168748095
Vilnius,Lazdynai,Erfurto g.,56.0,2,1,1984,Brick,Aerothermal,Fully,54000,964.2857142857143
Kaunas,Žaliakalnis,A. Mackevičiaus g.,53.1,3,1,1961,Wooden house,Solid fuel,Not,55000,1035.7815442561205
Šiauliai,Centras,Žemaitės g.,54.0,3,2,1952,Brick,Central,Fully,65500,1212.962962962963
Šiauliai,Zokniai,Radviliškio g.,33.0,1,2,1960,Brick,Central,Fully,37500,1136.3636363636363
Kaunas,Žaliakalnis,Žeimenos g.,56.0,2,3,2022,Brick,Central thermostat,Fully,169000,3017.8571428571427
Kaunas,Žaliakalnis,Žeimenos g.,25.89,1,1,2018,Brick,Electric,Fully,129000,4982.618771726536
Kaunas,Žaliakalnis,Žeimenos g.,40.26,2,1,2021,Brick,Gas,Fully,185000,4595.131644311972
Kaunas,Žaliakalnis,Žeimenos g.,21.31,1,1,2018,Brick,Electric,Fully,99000,4645.706241201314
Kaunas,Žaliakalnis,Žeimenos g.,44.4,2,3,2022,Brick,Electric,Fully,149900,3376.126126126126
Klaipėda,Debrecenas,Taikos pr.,33.0,1,5,1971,Block house,Central,Fully,50600,1533.3333333333333
Vilnius,Justiniškės,Rygos g.,60.0,2,2,2022,Brick,Central thermostat,Fully,169000,2816.6666666666665
Vilnius,Justiniškės,Rygos g.,60.0,3,2,2022,Brick,Central thermostat,Fully,165000,2750.0
Kaunas,Žemieji Šančiai,Sodų g.,65.0,3,2,2023,Brick,Central thermostat,Partial,145500,2238.4615384615386
Vilnius,Valakampiai,Elniakampio g.,85.0,3,2,2001,Brick,Gas,Fully,400000,4705.882352941177
Klaipėda,Centras,Bangų g.,66.0,2,3,2019,Brick,Central thermostat,Fully,290000,4393.939393939394
Klaipėda,Centras,Sausio 15-osios g.,35.0,2,5,1965,Brick,Central thermostat,Fully,63500,1814.2857142857142
Klaipėda,Centras,Sausio 15-osios g.,32.77,2,1,1971,Brick,Electric,Fully,105000,3204.1501373207198
Vilnius,Fabijoniškės,S. Stanevičiaus g.,40.0,1,2,1988,Block house,Central,Fully,89000,2225.0
Vilnius,Fabijoniškės,S. Stanevičiaus g.,43.0,2,5,2011,Brick,Electric,Fully,160000,3720.9302325581393
Vilnius,Visoriai,Visorių g.,49.3,2,2,2022,Brick,Central thermostat,Partial,133335,2704.563894523327
Vilnius,Visoriai,Visorių g.,51.11,2,5,2022,Brick,Central thermostat,Partial,137014,2680.7669731950696
Vilnius,Visoriai,Visorių g.,26.35,1,4,2022,Brick,Central thermostat,Partial,88214,3347.7798861480073
Alytus,Senamiestis,Gamyklos g.,51.1,2,3,1975,Brick,Central,Fully,57000,1115.4598825831702
Vilnius,Visoriai,Visorių g.,35.11,2,1,2022,Brick,Central thermostat,Partial,111348,3171.4041583594417
Vilnius,Visoriai,Visorių g.,66.68,3,2,1990,Brick,Central,Fully,124000,1859.6280743851228
Vilnius,Visoriai,Visorių g.,53.64,2,2,1981,Brick,Central,Fully,86500,1612.6025354213273
Vilnius,Visoriai,Visorių g.,77.87,3,4,1994,Brick,Central,Fully,119000,1528.1880056504428
Vilnius,Visoriai,Visorių g.,33.87,1,1,2008,Brick,Central thermostat,Fully,110000,3247.7118393858873
Kauno r. sav.,Akademijos mstl.,Jaunimo g.,77.36,3,3,1994,Brick,Gas,Fully,105000,1357.290589451913
Vilnius,Žvėrynas,Vytauto g.,73.3,3,3,1940,Brick,Gas,Fully,229000,3124.1473396998636
Klaipėda,Mažasis kaimelis,Kretingos g.,86.26,4,1,2014,Brick,Central,Fully,195000,2260.6074658010666
Kauno r. sav.,Babtų mstl.,Taikos g.,51.0,2,3,1971,Block house,"Central, solid fuel",Fully,37000,725.4901960784314
Vilnius,Bajorai,Bajorų kel.,21.55,1,4,2022,Brick,Central thermostat,Partial,73400,3406.0324825986077
Šiauliai,Centras,Tilžės g.,18.17,1,4,1973,Other,Central,Fully,11500,632.9113924050632
Šiauliai,Centras,Tilžės g.,80.0,3,1,2021,Brick,Aerothermal,Fully,285000,3562.5
Šiauliai,Centras,Tilžės g.,48.0,3,1,2022,Brick,Aerothermal,Fully,145000,3020.8333333333335
Marijampolės m.,Degučiai,Beržų g.,33.37,1,1,1975,Block house,Central,Fully,29500,884.0275696733594
Šiauliai,Centras,Ežero g.,62.0,3,3,1965,Block house,Central,Fully,72200,1164.516129032258
Šiauliai,Zokniai,Radviliškio g.,80.0,3,1,2015,Brick,Gas,Partial,64900,811.25
Kaunas,Šilainiai,Šarkuvos g.,37.0,2,11,1988,Monolithic,Central,Fully,82500,2229.7297297297296
Vilnius,Naujamiestis,Eglių g.,53.0,2,2,2018,Brick,Central thermostat,Fully,180000,3396.2264150943397
Kaunas,Aleksotas,Mirtų g.,50.93,2,2,2022,Brick,Gas,Fully,100900,1981.150598861182
Vilnius,Pilaitė,Tvankstos g.,30.0,1,6,2020,Brick,Central thermostat,Fully,115000,3833.3333333333335
Vilnius,Viršuliškės,Tujų g.,61.45,3,3,1977,Block house,Central,Fully,133000,2164.361269324654
Vilnius,Žirmūnai,Kazio Ulvydo g.,80.0,3,5,2015,Brick,Central thermostat,Fully,295000,3687.5
Vilnius,Valakampiai,Svajonių g.,94.0,4,3,2022,Brick,Gas,Partial,478000,5085.106382978724
Vilnius,Antakalnis,Nemenčinės pl.,122.0,4,3,2022,Brick,Gas,Fully,860000,7049.180327868852
Klaipėda,Varpai,Taikos pr.,65.0,3,5,2007,Monolithic,Central thermostat,Fully,108000,1661.5384615384614
Vilnius,Žirmūnai,Žirmūnų g.,33.0,1,5,1972,Block house,Central,Fully,82000,2484.848484848485
Klaipėda,Centras,Liepų g.,40.0,2,2,1950,Brick,Central thermostat,Not,91000,2275.0
Panevėžys,Tulpės,Tulpių g.,48.0,2,1,1964,Block house,Central,Fully,46000,958.3333333333334
Vilnius,Paupys,Aukštaičių g.,46.95,2,2,2022,Brick,Central thermostat,Partial,233000,4962.72630457934
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,63.91,3,4,2013,Brick,Central thermostat,Fully,189000,2957.2836801752464
Vilnius,Naujininkai,Rodūnios kel.,24.0,1,4,1978,Brick,Central,Fully,28000,1166.6666666666667
Švenčionių r. sav.,Pabradės m.,Vilniaus g.,62.0,3,5,1969,Block house,Central thermostat,Fully,74000,1193.5483870967741
Švenčionių r. sav.,Pabradės m.,Vilniaus g.,41.24,2,3,1994,Brick,Gas,Partial,95000,2303.588748787585
Palanga,Šventoji,Kopų g.,41.1,2,2,2005,Brick,Gas,Fully,136500,3321.1678832116786
Palanga,Šventoji,Kopų g.,36.69,2,4,2007,Brick,Central thermostat,Fully,136000,3706.7320795857186
Palanga,Šventoji,Kopų g.,56.1,2,1,1992,Brick,Gas,Fully,149000,2655.9714795008913
Palanga,Šventoji,Mokyklos g.,22.0,1,1,1987,Brick,Electric,Fully,51500,2340.909090909091
Palanga,Šventoji,Mokyklos g.,38.88,2,3,2004,Brick,Gas,Fully,127000,3266.460905349794
Palanga,Šventoji,Mokyklos g.,63.58,2,4,2010,Monolithic,Central thermostat,Fully,170000,2673.7967914438505
Palanga,Šventoji,Mokyklos g.,33.0,3,1,2019,Brick,Gas,Fully,166000,5030.30303030303
Palanga,Šventoji,Mokyklos g.,62.89,2,3,2017,Monolithic,Central thermostat,Fully,180000,2862.1402448719987
Palanga,Šventoji,Mokyklos g.,20.72,1,2,2013,Brick,Gas,Fully,95500,4609.073359073359
Palanga,Šventoji,Mokyklos g.,74.27,3,4,1992,Brick,Central thermostat,Fully,149000,2006.1936178807057
Palanga,Šventoji,Mokyklos g.,31.66,2,0,1980,Brick,Electric,Fully,75000,2368.9197725837016
Palanga,Šventoji,Mokyklos g.,44.91,2,3,2000,Brick,Aerothermal,Fully,109000,2427.076374972167
Vilnius,Naujamiestis,Statybininkų g.,19.88,1,5,1980,Brick,Central,Fully,59999,3018.0583501006035
Vilnius,Pašilaičiai,Pavilnionių g.,27.89,1,4,2016,Brick,Central thermostat,Fully,89999,3226.927214055217
Vilnius,Bajorai,Akademijos g.,16.57,1,3,1985,Brick,Central,Fully,65000,3922.7519613759805
Vilnius,Bajorai,Akademijos g.,33.94,2,7,1978,Brick,Central,Fully,110000,3241.013553329405
Klaipėda,Laukininkai,Laukininkų g.,54.26,2,3,1986,Block house,Central,Fully,59000,1087.3571691854036
Vilnius,Šnipiškės,S. Fino g.,49.68,3,5,2023,Brick,"Electric, central thermostat, sun energy, other",Partial,189800,3820.450885668277
Vilnius,Šnipiškės,S. Fino g.,53.98,3,2,2022,Brick,Gas,Fully,284000,5261.207854761023
Vilnius,Šnipiškės,S. Fino g.,34.35,2,2,2014,Brick,Gas,Fully,131000,3813.6826783114993
Vilnius,Naujamiestis,Kauno g.,38.14,2,2,1950,Brick,Central,Fully,122000,3198.741478762454
Vilnius,Šnipiškės,Rinktinės g.,90.0,3,2,1940,Brick,Other,Fully,227000,2522.222222222222
Vilnius,Naujininkai,Prūsų g.,28.0,1,5,1974,Brick,Central,Fully,67000,2392.8571428571427
Vilnius,Naujininkai,Prūsų g.,74.0,4,2,1990,Brick,Central,Fully,150700,2036.4864864864865
Vilnius,Naujamiestis,Skroblų g.,50.6,2,2,2022,Block house,Central thermostat,Fully,199000,3932.806324110672
Vilnius,Naujamiestis,Skroblų g.,46.93,2,2,1971,Block house,Central,Fully,45000,958.8749200937567
Trakų r. sav.,Lentvario m.,Račkūnų g.,60.22,3,1,1940,Log house,Solid fuel,Fully,60000,996.3467286615743
Trakų r. sav.,Lentvario m.,Račkūnų g.,77.4,3,1,2022,Brick,Gas,Fully,279000,3604.6511627906975
Šiauliai,Gytariai,K. Korsako g.,50.63,2,4,1990,Block house,Central,Fully,73500,1451.7084732372111
Vilnius,Senamiestis,Gedimino pr.,185.0,6,2,1900,Brick,Central thermostat,Fully,750000,4054.054054054054
Vilnius,Senamiestis,Gedimino pr.,33.5,2,3,2023,Brick,Aerothermal,Fully,97000,2895.5223880597014
Kaunas,Centras,Krėvos g.,46.0,2,4,2023,Brick,Central thermostat,Partial,170000,3695.6521739130435
Kaunas,Dainava,Partizanų g.,50.5,3,2,2023,Brick,Central thermostat,Partial,99950,1979.2079207920792
Kaunas,Dainava,Partizanų g.,49.0,3,2,2023,Brick,Central thermostat,Partial,99000,2020.408163265306
Vilnius,Pašilaičiai,Sviliškių g.,35.48,2,4,2022,Brick,Central thermostat,Fully,132000,3720.405862457723
Vilnius,Pašilaičiai,Sviliškių g.,92.49,3,1,2015,Brick,Gas,Fully,400000,4324.791869391286
Vilnius,Senamiestis,Pylimo g.,45.34,2,2,1940,Brick,Gas,Fully,149000,3286.281429201588
Kaunas,Centras,Laisvės al.,103.0,3,4,1930,Brick,Gas,Fully,365000,3543.6893203883496
Kaunas,Šilainiai,Kuršių g.,83.0,4,5,1987,Block house,Central,Fully,117000,1409.6385542168675
Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.,85.4,4,1,2022,Brick,Gas,Fully,204900,2399.2974238875877
Klaipėda,Centras,Taikos pr.,42.24,2,4,1963,Brick,Central thermostat,Fully,89500,2118.844696969697
Klaipėda,Centras,M. Mažvydo al.,66.0,3,5,1978,Brick,Central thermostat,Fully,179990,2727.121212121212
Klaipėda,Šauliai,Arimų g.,51.39,3,2,2022,Brick,Gas,Partial,89000,1731.8544463903484
Klaipėda,Šauliai,Arimų g.,42.76,2,4,2022,Brick,Gas,Partial,78000,1824.1347053320862
Klaipėda,Šauliai,Arimų g.,49.19,2,3,2007,Brick,Central thermostat,Fully,212000,4309.819068916447
Vilnius,Grigiškės,Kunigiškių g.,57.48,3,1,1969,Brick,Central,Other,96400,1677.1050800278358
Vilnius,Naujoji Vilnia,Gandrų g.,42.59,2,1,1967,Log house,Solid fuel,Fully,54000,1267.9032636769193
Vilnius,Naujoji Vilnia,Gandrų g.,47.0,2,1,1969,Block house,Central,Partial,47000,1000.0
Kaunas,Žaliakalnis,Žuvinto g.,49.32,2,2,2008,Brick,Central thermostat,Fully,149500,3031.2246553122463
Kaunas,Centras,A. Juozapavičiaus pr.,61.96,2,12,2022,Monolithic,Central thermostat,Partial,192076,3100.0
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,83.92,3,4,2022,Monolithic,Central thermostat,Partial,218192,2600.0
Kaunas,Centras,E. Ožeškienės g.,72.37,3,4,2022,Brick,Central thermostat,Partial,209873,2900.0
Kaunas,Centras,E. Ožeškienės g.,65.93,3,4,2022,Brick,Central thermostat,Partial,191197,2899.9999999999995
Vilnius,Baltupiai,Ozo g.,42.39,2,6,2022,Block house,Central thermostat,Fully,178900,4220.334984666195
Kaunas,Romainiai,Lukštinės g.,100.0,4,1,1977,Brick,Gas,Fully,119900,1199.0
Kaunas,Dainava,Partizanų g.,100.0,4,4,2023,Brick,Central thermostat,Partial,199000,1990.0
Vilnius,Šnipiškės,Kalvarijų g.,20.0,1,1,1986,Brick,Electric,Fully,45000,2250.0
Šakių r. sav.,Griškabūdžio mstl.,Ateities g.,62.86,3,1,1986,Brick,Solid fuel,Fully,29500,469.29685014317533
Vilnius,Pašilaičiai,Perkūnkiemio g.,61.2,3,8,2023,Block house,Central thermostat,Partial,112000,1830.065359477124
Vilnius,Pašilaičiai,Perkūnkiemio g.,51.6,2,5,2023,Block house,Central thermostat,Partial,104000,2015.5038759689921
Vilnius,Pašilaičiai,Perkūnkiemio g.,33.57,1,5,2023,Block house,Central thermostat,Partial,79000,2353.2916294310394
Panevėžys,Tulpės,Tulpių g.,44.0,2,5,1968,Block house,Central,Fully,56000,1272.7272727272727
Kaunas,Dainava,Pašilės g.,44.0,2,3,1965,Block house,Central,Fully,87900,1997.7272727272727
Kaunas,Dainava,Kovo 11-osios g.,44.0,2,3,1971,Block house,Central,Fully,88000,2000.0
Kaunas,Šilainiai,Kuršių g.,36.53,1,5,1988,Block house,Central,Fully,60500,1656.1730084861756
Kaunas,Senamiestis,Nemuno g.,65.0,3,2,1920,Brick,Gas,Fully,159999,2461.523076923077
Vilnius,Vilkpėdė,Skroblų g.,27.0,1,1,2023,Monolithic,Central thermostat,Partial,103695,3840.5555555555557
Vilnius,Vilkpėdė,Skroblų g.,37.33,1,1,2023,Monolithic,Central thermostat,Partial,133998,3589.552638628449
Kaunas,Eiguliai,Žeimenos g.,78.0,4,5,1980,Block house,Central,Fully,120000,1538.4615384615386
Vilnius,Baltupiai,Ozo g.,42.21,2,7,2022,Block house,Central thermostat,Partial,137000,3245.6763800047383
Vilnius,Senamiestis,Povilo Višinskio g.,50.0,3,3,2015,Brick,Gas,Fully,199000,3980.0
Vilnius,Pašilaičiai,Eitminų g.,50.0,2,8,2012,Brick,Central thermostat,Fully,155000,3100.0
Vilnius,Šnipiškės,Kintų g.,60.4,3,1,1957,Brick,"Aerothermal, gas, solid fuel, other",Fully,195000,3228.476821192053
Vilnius,Šnipiškės,Kintų g.,37.3,2,2,1964,Wooden house,Solid fuel,Other,1700,45.57640750670242
Vilnius,Baltupiai,Baltupio g.,49.49,2,5,1978,Block house,Central,Fully,103000,2081.228531016367
Vilnius,Naujininkai,Pelesos g.,22.6,2,1,1964,Brick,Central,Fully,37500,1659.29203539823
Vilnius,Pašilaičiai,Laisvės pr.,35.08,1,1,1990,Block house,Central,Fully,81500,2323.2611174458384
Vilnius,Senamiestis,S. Skapo g.,38.19,2,1,1940,Brick,Central,Fully,149000,3901.544907043729
Vilnius,Naujamiestis,Naugarduko g.,43.63,2,3,1969,Brick,Central,Fully,113000,2589.961035984414
Klaipėda,Debrecenas,Debreceno g.,12.0,1,3,1976,Brick,Central,Fully,14990,1249.1666666666667
Elektrėnų sav.,Vievio m.,Mokyklos g.,24.78,1,1,1965,Brick,Solid fuel,Fully,22500,907.9903147699757
Kaunas,Dainava,Birželio 23-iosios g.,46.0,2,4,1967,Brick,Central,Fully,93000,2021.7391304347825
Vilnius,Šeškinė,Šeškinės g.,80.16,4,5,1982,Block house,Central,Fully,137000,1709.0818363273454
Vilnius,Senamiestis,Žemaitijos g.,62.0,2,2,1940,Brick,Central,Fully,265000,4274.193548387097
Kaunas,Šilainiai,Baltų pr.,61.0,3,5,1982,Block house,Central,Fully,105000,1721.311475409836
Kaunas,Dainava,V. Krėvės pr.,61.0,3,1,1976,Block house,Central,Fully,105000,1721.311475409836
Vilnius,Antakalnis,Antakalnio g.,28.67,1,1,1967,Brick,Central,Fully,81900,2856.6445762120684
Vilnius,Pilaitė,Tilžės g.,83.54,4,2,2022,Block house,Gas,Partial,192150,2300.0957625089777
Vilnius,Žvėrynas,Sėlių g.,79.61,3,2,2023,Block house,Aerothermal,Partial,343000,4308.503956789348
Vilnius,Žvėrynas,Sėlių g.,51.48,2,3,2023,Block house,Aerothermal,Partial,232000,4506.604506604507
Vilnius,Žvėrynas,Sėlių g.,53.79,2,3,2023,Block house,Aerothermal,Partial,237000,4406.023424428333
Vilnius,Paupys,Aukštaičių g.,39.7,2,2,2022,Brick,Central thermostat,Partial,184605,4650.0
Vilnius,Žirmūnai,Žirmūnų g.,32.39,1,7,1969,Block house,Central,Fully,89999,2778.6045075640627
Kaunas,Vilijampolė,Varnių g.,45.08,2,2,1964,Block house,Central,Partial,59000,1308.7843833185448
Kaunas,Aleksotas,Jurginų g.,100.56,3,1,1991,Brick,Other,Partial,175900,1749.2044550517103
Kaunas,Aleksotas,Jurginų g.,113.03,4,3,1991,Brick,Other,Partial,199000,1760.59453242502
Kaunas,Aleksotas,Jurginų g.,39.23,2,2,2022,Brick,Aerothermal,Fully,165000,4205.964822839664
Vilnius,Paupys,Aukštaičių g.,51.42,2,3,2023,Brick,Central thermostat,Partial,273914,5326.993387786853
Klaipėda,Debrecenas,Debreceno g.,44.0,2,5,1969,Brick,Central,Fully,67000,1522.7272727272727
Vilnius,Pilaitė,Elbingo g.,42.93,2,4,2017,Brick,Central thermostat,Fully,153000,3563.9412997903564
Vilnius,Markučiai,Pakraščio g.,45.0,2,6,2022,Brick,Central thermostat,Partial,168750,3750.0
Kaunas,Kalniečiai,Šiaurės pr.,78.45,4,2,1976,Block house,Central,Fully,114999,1465.889101338432
Kaunas,Eiguliai,Šiaurės pr.,78.45,4,2,1976,Block house,Central,Fully,114999,1465.889101338432
Kaunas,Eiguliai,Šiaurės pr.,26.6,1,2,2022,Brick,Aerothermal,Fully,141400,5315.78947368421
Vilnius,Naujamiestis,Vytenio g.,39.81,2,4,1970,Brick,Central,Fully,98000,2461.6930419492587
Kaunas,Šilainiai,Kuršių g.,83.0,4,6,1987,Block house,Central,Fully,119999,1445.7710843373493
Kaunas,Dainava,Partizanų g.,64.15,3,1,1974,Block house,Central,Fully,89999,1402.9462197973498
Kaunas,Eiguliai,S. Žukausko g.,81.94,4,4,1981,Block house,Central,Fully,94999,1159.3727117402977
Kaunas,Kalniečiai,S. Žukausko g.,81.94,4,4,1981,Block house,Central,Fully,94999,1159.3727117402977
Kaunas,Vilijampolė,Ariogalos g.,16.3,1,5,1976,Brick,Central,Fully,41999,2576.6257668711655
Kaunas,Vilijampolė,A. Strazdo g.,29.81,2,1,1935,Wooden house,Solid fuel,Other,32999,1106.9775243206977
Kaunas,Dainava,Taikos pr.,40.0,2,9,2021,Brick,Central thermostat,Fully,130000,3250.0
