City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,Price,Price per sqm
Vilnius,Senamiestis,Gedimino pr.,49.0,2,1,1986,Block house,Central,Fully,35000,714.2857142857143
Vilnius,Senamiestis,Gedimino pr.,63.09,3,3,1973,Brick,Central,Fully,37999,602.2983040101442
Vilnius,Senamiestis,Gedimino pr.,43.18,2,4,1965,Brick,Central,Fully,50000,1157.943492357573
Vilnius,Senamiestis,Gedimino pr.,65.76,3,5,1979,Block house,Central,Fully,64000,973.23600973236
Alytus,Putinai,A. Jonyno g.,47.0,2,1,1972,Block house,Central,Fully,68000,1446.8085106382978
Alytus,Putinai,A. Jonyno g.,51.3,2,3,1989,Brick,Central,Fully,47000,916.1793372319688
Vilnius,Antakalnis,Kalno g.,80.34,3,1,2016,Brick,Gas,Fully,230000,2862.8329599203385
Vilnius,Antakalnis,Kalno g.,47.5,2,4,1964,Block house,Central,Fully,65000,1368.421052631579
Kaunas,Centras,Karaliaus Mindaugo pr.,69.0,3,4,2016,Brick,Gas,Fully,250000,3623.1884057971015
Panevėžys,Klaipėdos,Ateities g.,50.8,2,1,1982,Block house,Central,Fully,51500,1013.7795275590552
Vilnius,Baltupiai,Kalvarijų g.,34.9,2,3,2022,Block house,Central,Partial,105000,3008.595988538682
Vilnius,Karoliniškės,Apolinaro Juozo Povilaičio g.,46.5,2,4,1974,Block house,Central,Fully,107500,2311.8279569892475
Kaunas,Šilainiai,Baltų pr.,50.0,2,4,1989,Block house,Central,Fully,107000,2140.0
Kaunas,Kalniečiai,P. Plechavičiaus g.,50.0,2,4,1980,Block house,Central,Fully,73000,1460.0
Kaunas,Kalniečiai,P. Plechavičiaus g.,40.38,2,2,1920,Wooden house,Electric,Fully,280000,6934.1258048538875
Šiauliai,Zokniai,Radviliškio g.,51.22,2,5,1973,Brick,Central,Fully,69000,1347.130027333073
Kaunas,Vilijampolė,Demokratų g.,74.07,4,5,1974,Brick,Central,Fully,110000,1485.0816794923721
Kaunas,Vilijampolė,Demokratų g.,64.4,3,5,1984,Block house,Central,Fully,55000,854.0372670807452
Panevėžys,Klaipėdos,F. Vaitkaus g.,62.07,3,4,1971,Block house,Central,Fully,59000,950.5397132270018
Vilnius,Šeškinė,Laisvės pr.,40.85,2,1,1999,Brick,Central,Fully,107500,2631.578947368421
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,33.0,1,2,1977,Block house,Central,Fully,15600,472.72727272727275
Vilnius,Pašilaičiai,Gabijos g.,58.0,2,4,2007,Block house,Central thermostat,Fully,138000,2379.310344827586
Jonavos r. sav.,Ruklos mstl.,Karaliaus Mindaugo g.,48.0,2,2,1989,Brick,Central,Fully,24999,520.8125
Vilnius,Baltupiai,Didlaukio g.,36.66,2,4,1982,Brick,Central,Fully,99900,2725.0409165302785
Vilniaus r. sav.,Buivydiškių k.,Sūduvių g.,90.0,4,1,2005,Brick,Gas,Fully,212000,2355.5555555555557
Marijampolės m.,Centras,Kauno g.,41.62,2,2,1964,Brick,Central,Fully,79999,1922.1287842383472
Marijampolės m.,Centras,Kauno g.,48.88,2,4,1982,Block house,Central,Fully,42500,869.4762684124386
Klaipėda,Centras,I. Kanto g.,89.6,3,5,2018,Brick,Central thermostat,Fully,179000,1997.7678571428573
Alytus,Putinai,Lauko g.,61.2,3,3,1973,Block house,Central,Not,65000,1062.0915032679738
Klaipėda,Bandužiai,Budelkiemio g.,76.88,3,2,1993,Block house,Central,Fully,95000,1235.6919875130075
Kaunas,Sargėnai,Vandžiogalos pl.,50.03,2,3,1974,Brick,Central,Not,69000,1379.1724965020987
Vilnius,Senamiestis,Šv. Stepono g.,77.0,3,3,1940,Brick,Central,Fully,288000,3740.2597402597403
Vilnius,Pašilaičiai,Eitminų g.,42.0,2,9,2010,Brick,Central thermostat,Fully,119000,2833.3333333333335
Utenos m.,Dauniškis,Vaižganto g.,65.0,3,1,1994,Brick,Central,Fully,85000,1307.6923076923076
Klaipėda,Senamiestis,Naujojo Sodo g.,66.0,2,11,2006,Monolithic,Central,Fully,220000,3333.3333333333335
Vilnius,Šeškinė,Buivydiškių g.,34.07,1,2,1986,Brick,Central thermostat,Partial,71500,2098.620487232169
Panevėžys,Molainiai,Molainių g.,65.22,3,1,1986,Block house,Central,Fully,79999,1226.6022692425636
Kaunas,Lampėdžiai,Romuvos g.,76.0,3,1,2020,Block house,Gas,Fully,339000,4460.526315789473
Klaipėda,Senamiestis,Žvejų g.,96.0,5,2,1901,Brick,"Gas, other",Fully,203000,2114.5833333333335
Vilnius,Pašilaičiai,Perkūnkiemio g.,31.28,2,1,2009,Brick,Central,Fully,105000,3356.777493606138
Kaunas,Žaliakalnis,Žemaičių g.,57.0,3,3,2022,Brick,Central thermostat,Fully,229000,4017.5438596491226
Vilnius,Senamiestis,V. Šopeno g.,63.0,2,4,1994,Block house,Central,Fully,58000,920.6349206349206
Klaipėda,Žardininkai,Statybininkų pr.,65.0,3,9,1980,Block house,Central,Fully,93000,1430.7692307692307
Klaipėda,Žardininkai,Statybininkų pr.,70.0,3,3,1980,Brick,Central,Fully,150000,2142.8571428571427
Klaipėda,Žardininkai,Statybininkų pr.,23.0,2,1,1985,Brick,Other,Partial,45000,1956.5217391304348
Klaipėda,Žardininkai,Statybininkų pr.,52.0,2,1,1990,Block house,Central,Fully,44000,846.1538461538462
Šiauliai,Rėkyva,Energetikų g.,31.5,1,4,1974,Brick,Central,Fully,34900,1107.936507936508
Utenos m.,Vyturių,Mechanizatorių g.,40.0,1,1,1975,Brick,Other,Fully,57000,1425.0
Klaipėda,Mažasis kaimelis,Dragūnų g.,52.2,3,8,2007,Brick,Central thermostat,Fully,140000,2681.992337164751
Kauno r. sav.,Jonučių II k.,Versmės g.,38.21,2,1,2018,Brick,Gas,Fully,104000,2721.8005757655064
Kaunas,Aleksotas,S. Dariaus ir S. Girėno g.,18.0,1,1,1944,Brick,Aerothermal,Fully,42500,2361.1111111111113
Vilnius,Markučiai,Manufaktūrų g.,47.33,2,3,2022,Monolithic,Central thermostat,Fully,227000,4796.112402281851
Vilnius,Markučiai,Manufaktūrų g.,30.0,2,5,1985,Brick,Central,Fully,38850,1295.0
Kaunas,Dainava,Chemijos g.,34.0,1,4,1965,Brick,Central,Fully,65999,1941.1470588235295
Ignalinos r. sav.,Vidiškių k.,Melioratorių g.,81.0,4,3,1988,Brick,Central,Fully,35000,432.0987654320988
Vilnius,Pilaitė,M. Mažvydo g.,38.0,1,5,2022,Brick,Central,Fully,135000,3552.6315789473683
Vilnius,Šeškinė,Gelvonų g.,50.6,2,9,1982,Block house,Central,Fully,107000,2114.6245059288535
Vilnius,Šeškinė,Gelvonų g.,34.27,2,3,1977,Brick,Central,Fully,33900,989.2033848847387
Vilnius,Šeškinė,Buivydiškių g.,40.0,1,8,1989,Brick,Central,Fully,75000,1875.0
Vilnius,Šeškinė,Buivydiškių g.,52.0,2,1,1971,Brick,Central,Fully,34000,653.8461538461538
Kupiškio r. sav.,Šepetos k.,Šepetos g.,48.08,2,1,1985,Brick,Central,Fully,18000,374.37603993344425
Kupiškio r. sav.,Šepetos k.,Šepetos g.,54.47,2,1,1966,Brick,Central thermostat,Fully,60000,1101.5237745548009
Kaunas,Panemunė,J. Staugaičio g.,42.68,2,1,1992,Brick,Gas,Partial,86000,2014.9953139643862
Klaipėda,Senamiestis,Kepėjų g.,47.36,2,2,1930,Brick,Central,Fully,142000,2998.310810810811
Klaipėda,Senamiestis,Kepėjų g.,71.0,4,5,1972,Brick,Central,Fully,80000,1126.7605633802816
Panevėžys,Klaipėdos,Dariaus ir Girėno g.,50.81,2,3,1983,Block house,Central,Fully,59900,1178.9017909860263
Alytaus r. sav.,Butrimonių mstl.,Ateities g.,63.0,3,2,1982,Brick,"Gas, solid fuel",Fully,40000,634.9206349206349
Kaunas,Palemonas,Marių g.,50.39,2,5,1982,Block house,Central,Fully,58000,1151.0220281801944
Kauno r. sav.,Lapių mstl.,Mokyklos g.,62.0,3,1,2023,Brick,Gas,Partial,93000,1500.0
Kauno r. sav.,Lapių mstl.,Mokyklos g.,75.8,4,1,2023,Brick,Gas,Partial,106000,1398.4168865435356
Kauno r. sav.,Lapių mstl.,Mokyklos g.,51.56,2,5,1982,Brick,"Central, electric",Fully,84000,1629.1698991466253
Klaipėda,Sportininkai,Malūnininkų g.,44.0,2,5,1964,Brick,Central,Fully,58000,1318.1818181818182
Vilnius,Verkiai,Trinapolio g.,116.0,3,11,2007,Brick,Central thermostat,Fully,359000,3094.8275862068967
Kaunas,Dainava,Partizanų g.,19.0,1,4,1967,Brick,Central,Fully,32800,1726.3157894736842
Vilnius,Šiaurės miestelis,Kalvarijų g.,55.57,2,3,2022,Brick,Aerothermal,Fully,211000,3797.012776678064
Kaunas,Centras,I. Kanto g.,68.0,2,6,2008,Monolithic,Central thermostat,Fully,285000,4191.176470588235
Kėdainių r. sav.,Akademijos mstl.,D. Rudzinsko g.,52.08,2,1,1912,Brick,Solid fuel,Partial,19500,374.42396313364054
Kėdainių r. sav.,Akademijos mstl.,D. Rudzinsko g.,29.5,1,3,1990,Brick,Central,Fully,27500,932.2033898305085
Kaunas,Žaliakalnis,Rytų g.,74.0,4,3,2020,Brick,Central thermostat,Fully,235000,3175.675675675676
Kaunas,Žaliakalnis,Rytų g.,64.0,3,3,1977,Block house,Central,Fully,61000,953.125
Kaunas,Žaliakalnis,Rytų g.,64.04,3,4,1984,Block house,Central thermostat,Fully,52500,819.8001249219237
Vilnius,Viršuliškės,Viršuliškių g.,49.0,2,2,1979,Monolithic,Central,Fully,99500,2030.6122448979593
Kaunas,Aleksotas,Akacijų g.,56.0,2,2,2008,Brick,Other,Fully,117900,2105.3571428571427
Elektrėnų sav.,Vievio m.,Liepų g.,56.87,2,1,1962,Brick,Central,Fully,59900,1053.279409178829
Vilnius,Baltupiai,Kazio Ulvydo g.,78.0,3,5,2015,Brick,Central thermostat,Fully,295000,3782.051282051282
Šiauliai,Dainiai,Dainų g.,57.12,3,4,2010,Brick,Central thermostat,Fully,105000,1838.235294117647
Marijampolės m.,Kvietiškis,P. Armino g.,22.0,1,4,1973,Brick,Central thermostat,Partial,16060,730.0
Marijampolės m.,Kvietiškis,P. Armino g.,52.25,2,1,1979,Brick,Central,Fully,52000,995.2153110047847
Klaipėda,Debrecenas,Debreceno g.,49.01,2,2,1976,Brick,Central,Fully,86500,1764.9459294021628
Klaipėda,Debrecenas,Debreceno g.,29.0,1,1,2007,Brick,Central,Fully,72500,2500.0
Klaipėda,Debrecenas,Debreceno g.,44.35,2,3,1971,Brick,Central,Fully,50000,1127.3957158962796
Klaipėda,Debrecenas,Debreceno g.,61.49,3,4,1986,Brick,Central,Fully,58000,943.24280370792
Klaipėda,Rumpiškės,Sausio 15-osios g.,58.51,2,9,1980,Brick,Central,Fully,149000,2546.5732353443855
Kaunas,Dainava,Kovo 11-osios g.,48.22,3,5,1965,Block house,Central,Fully,78000,1617.5860638739114
Vilnius,Naujamiestis,Šaltinių g.,56.42,2,2,2020,Monolithic,Central thermostat,Fully,292000,5175.469691598723
Vilnius,Šnipiškės,Kalvarijų g.,64.0,3,6,1968,Block house,Central,Fully,119900,1873.4375
Vilnius,Šnipiškės,Kalvarijų g.,49.0,2,1,1980,Brick,Other,Fully,50000,1020.4081632653061
Alytus,Putinai,Putinų g.,36.0,1,4,1974,Brick,Central,Fully,28000,777.7777777777778
Alytus,Putinai,Putinų g.,29.24,1,1,1964,Brick,Central,Fully,34000,1162.7906976744187
Vilnius,Šnipiškės,Linkmenų g.,42.5,2,6,2023,Block house,Central thermostat,Partial,176000,4141.176470588235
Vilnius,Šnipiškės,Linkmenų g.,48.3,2,5,2023,Block house,Central thermostat,Partial,191000,3954.4513457556936
Vilnius,Šeškinė,Buivydiškių g.,33.0,1,2,1986,Brick,Central,Partial,72000,2181.818181818182
Vilnius,Šnipiškės,Linkmenų g.,59.2,3,2,2023,Block house,Central thermostat,Partial,202000,3412.162162162162
Vilnius,Šnipiškės,Linkmenų g.,64.22,3,1,1987,Block house,Central,Fully,19000,295.85798816568047
Vilnius,Šnipiškės,Linkmenų g.,38.38,2,2,1977,Brick,Electric,Fully,258000,6722.2511724856695
Vilnius,Antakalnis,M. K. Paco g.,36.0,1,1,1940,Wooden house,Gas,Fully,123000,3416.6666666666665
Alytus,Putinai,Miklusėnų g.,38.0,2,4,1974,Block house,Central,Fully,23900,628.9473684210526
Kaunas,Žaliakalnis,Žemaičių g.,40.41,2,2,1926,Wooden house,"Gas, electric, solid fuel, other",Not,27000,668.15144766147
Vilnius,Žvėrynas,Miglos g.,28.4,1,5,1969,Brick,Central,Fully,96000,3380.281690140845
Vilnius,Šnipiškės,Linkmenų g.,39.6,2,6,2023,Block house,Central thermostat,Partial,168000,4242.424242424242
Kaunas,Žemieji Šančiai,Kranto 7-oji g.,35.73,2,1,1939,Brick,Gas,Fully,74000,2071.0887209627767
Kaunas,Aleksotas,Antakalnio g.,56.0,3,1,2023,Brick,Central thermostat,Partial,147500,2633.9285714285716
Kaunas,Aleksotas,Antakalnio g.,50.6,2,1,2023,Brick,Central thermostat,Partial,134300,2654.1501976284585
Kaunas,Aleksotas,Antakalnio g.,50.6,2,2,2023,Brick,Central thermostat,Partial,138400,2735.177865612648
Kaunas,Aleksotas,Antakalnio g.,74.6,3,2,2023,Brick,Central thermostat,Partial,196500,2634.0482573726545
Kaunas,Aleksotas,Antakalnio g.,56.0,3,3,2023,Brick,Central thermostat,Partial,156300,2791.0714285714284
Kaunas,Aleksotas,Antakalnio g.,50.6,2,5,2023,Brick,Central thermostat,Partial,153200,3027.667984189723
Kaunas,Aleksotas,Antakalnio g.,74.5,3,5,2023,Brick,Central thermostat,Partial,217300,2916.778523489933
Kaunas,Vilijampolė,Brastos g.,50.57,2,5,2023,Monolithic,Central thermostat,Partial,135900,2687.364049831916
Vilnius,Viršuliškės,Viršilų g.,26.21,1,15,2022,Monolithic,Central thermostat,Partial,88000,3357.4971384967566
Kaunas,Dainava,Taikos pr.,44.0,2,5,1966,Block house,Central,Fully,56000,1272.7272727272727
Kaunas,Vilijampolė,Brastos g.,75.03,4,8,2023,Monolithic,Central thermostat,Partial,224200,2988.1380781020925
Kaunas,Vilijampolė,Brastos g.,52.65,2,3,2023,Monolithic,Central thermostat,Partial,137500,2611.5859449192785
Vilnius,Pilaitė,Tolminkiemio g.,70.0,3,3,1999,Block house,Central,Fully,155000,2214.285714285714
Šilutės r. sav.,Lankupių k.,Minijos g.,45.0,2,1,1965,Brick,Solid fuel,Fully,23500,522.2222222222222
Vilnius,Fabijoniškės,Fabijoniškių g.,42.5,2,5,2014,Brick,Central thermostat,Fully,137000,3223.529411764706
Vilnius,Fabijoniškės,Fabijoniškių g.,50.74,2,8,1983,Block house,Central,Fully,51500,1014.9783208513993
Vilnius,Fabijoniškės,Fabijoniškių g.,52.0,2,3,1978,Block house,Central,Fully,79500,1528.8461538461538
Vilnius,Fabijoniškės,Fabijoniškių g.,64.54,3,5,1971,Brick,Central,Fully,68000,1053.6101642392314
Vilnius,Markučiai,Manufaktūrų g.,31.26,1,5,2021,Other,Central thermostat,Partial,125550,4016.314779270633
Kaunas,Šilainiai,Baltų pr.,61.47,3,4,1989,Block house,Central,Fully,85000,1382.7883520416462
Kauno r. sav.,Raudondvario k.,Pakrantės al.,62.0,3,2,2017,Brick,Gas,Fully,142000,2290.3225806451615
Akmenės r. sav.,Naujosios Akmenės m.,Ramučių g.,51.31,2,4,1993,Block house,Central thermostat,Fully,23000,448.25570064314945
Klaipėdos r. sav.,Gargždų m.,Dariaus ir Girėno g.,56.51,3,7,2007,Brick,Central thermostat,Fully,115000,2035.0380463634756
Klaipėda,Varpai,Varpų g.,57.0,2,2,2001,Brick,Central,Fully,130000,2280.7017543859647
Vilnius,Pilaitė,Vydūno g.,50.46,2,7,1993,Block house,Central,Fully,100000,1981.7677368212446
Klaipėda,Alksnynė,Alksnynės g.,76.13,4,1,1992,Brick,Central,Fully,107000,1405.4906081702352
Klaipėda,Plytinė,Medelyno g.,156.0,4,1,2007,Brick,Gas,Fully,196000,1256.4102564102564
Vilnius,Antakalnis,Žolyno g.,20.0,1,4,1967,Brick,Central,Fully,62000,3100.0
Vilnius,Antakalnis,Žolyno g.,60.0,3,5,1979,Brick,Central,Fully,50000,833.3333333333334
Vilnius,Fabijoniškės,S. Stanevičiaus g.,12.15,1,5,1982,Brick,Central,Fully,52500,4320.9876543209875
Vilnius,Naujamiestis,Naugarduko g.,34.0,1,3,1940,Brick,Gas,Fully,127000,3735.294117647059
Kaunas,Petrašiūnai,R. Kalantos g.,31.0,1,3,1968,Brick,Central,Fully,33500,1080.6451612903227
Panevėžys,Klaipėdos,Statybininkų g.,80.83,4,3,1978,Block house,Central,Other,69000,853.6434492144006
Vilnius,Naujamiestis,Smolensko g.,43.0,2,9,2008,Brick,Central,Fully,185000,4302.325581395349
Vilnius,Fabijoniškės,S. Stanevičiaus g.,61.64,3,6,1990,Block house,Central,Fully,149000,2417.261518494484
Vilnius,Naujamiestis,Kauno g.,62.0,3,6,2017,Brick,Central thermostat,Fully,299000,4822.580645161291
Vilnius,Lazdynai,Architektų g.,61.0,3,5,1971,Block house,Central,Fully,106500,1745.9016393442623
Vilnius,Pašilaičiai,Ukmergės g.,53.42,2,5,2003,Brick,Gas,Fully,142000,2658.1804567577688
Panevėžys,Centras,Ramygalos g.,78.5,3,2,1978,Brick,Central,Fully,135000,1719.7452229299363
Mažeikių r. sav.,Viekšnių m.,Bažnyčios g.,40.0,2,1,1980,Brick,Central,Not,6800,170.0
Kaunas,Panemunė,Plytinės g.,33.0,1,1,2015,Wooden house,"Aerothermal, solid fuel",Fully,35500,1075.7575757575758
Vilnius,Pašilaičiai,Perkūnkiemio g.,65.32,2,5,2009,Brick,Central,Fully,146000,2235.150030618494
Vilnius,Šeškinė,Gelvonų g.,62.0,3,4,1982,Block house,"Central, electric",Fully,119000,1919.3548387096773
Vilnius,Šeškinė,Gelvonų g.,40.94,2,1,1967,Brick,Gas,Other,49900,1218.85686370298
Vilnius,Kalnėnai,Azerų g.,94.65,4,1,2022,Brick,Gas,Fully,279000,2947.70206022187
Vilnius,Kalnėnai,Azerų g.,41.0,2,4,1963,Brick,Central,Other,27900,680.4878048780488
Vilnius,Naujoji Vilnia,Pramonės g.,30.0,1,2,1990,Brick,"Electric, other",Partial,29900,996.6666666666666
Vilnius,Žirmūnai,Žirmūnų g.,33.0,1,5,1969,Block house,Central,Fully,82000,2484.848484848485
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,50.1,2,5,1979,Block house,Central,Fully,24000,479.0419161676647
Kaunas,Centras,S. Daukanto g.,92.06,3,1,1959,Brick,Gas,Fully,230000,2498.3706278514014
Kaunas,Centras,S. Daukanto g.,47.9,2,4,1971,Brick,Central,Fully,55000,1148.2254697286012
Vilnius,Pašilaičiai,Perkūnkiemio g.,64.0,3,4,2008,Brick,Central,Fully,155000,2421.875
Panevėžys,Žemaičiai,Beržų g.,29.25,1,3,1973,Brick,Central,Fully,28000,957.2649572649573
Panevėžys,Žemaičiai,Beržų g.,50.45,2,3,1987,Block house,"Central, electric",Fully,30000,594.6481665014866
Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,49.06,2,4,2012,Brick,Central,Fully,210000,4280.472890338361
Panevėžys,Tulpės,Tulpių g.,44.31,2,4,1969,Block house,Central,Fully,75900,1712.9316181448883
Panevėžys,Tulpės,Tulpių g.,143.0,3,1,1979,Brick,"Central, electric",Fully,227000,1587.4125874125873
Alytus,Putinai,Naujoji g.,31.4,2,5,1972,Brick,Central,Partial,16500,525.4777070063694
Klaipėda,Debrecenas,Debreceno g.,50.0,2,9,1974,Block house,Central,Fully,82500,1650.0
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,62.5,3,6,1973,Block house,Central,Fully,133500,2136.0
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,26.48,1,4,1970,Brick,Central,Partial,29900,1129.154078549849
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,77.23,4,2,1976,Brick,Central thermostat,Fully,120000,1553.8003366567395
Kaunas,Gričiupis,A. ir J. Gravrogkų g.,42.0,2,2,1960,Brick,Central,Not,59000,1404.7619047619048
Kaunas,Petrašiūnai,R. Kalantos g.,55.99,3,5,1968,Brick,Central thermostat,Fully,88000,1571.7092337917484
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,104.0,3,1,1984,Brick,Solid fuel,Not,27000,259.61538461538464
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,80.0,4,4,2000,Brick,Central,Fully,76000,950.0
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,78.18,4,4,1994,Brick,Central,Fully,140000,1790.7393195190584
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,50.0,3,3,2017,Monolithic,Gas,Fully,295000,5900.0
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,36.0,2,4,1967,Brick,Central,Fully,37000,1027.7777777777778
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,55.0,2,3,1995,Brick,Central,Fully,65000,1181.8181818181818
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,63.0,3,4,1991,Brick,Central thermostat,Fully,23000,365.07936507936506
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,30.7,2,5,1972,Brick,Central,Fully,24000,781.7589576547232
Klaipėdos r. sav.,Šakinių k.,Šakinių g.,53.0,2,2,1987,Brick,"Central, aerothermal",Fully,64000,1207.5471698113208
Klaipėda,Senamiestis,S. Daukanto g.,88.0,4,2,1965,Brick,Central,Fully,159000,1806.8181818181818
Klaipėda,Senamiestis,S. Daukanto g.,65.0,3,4,1973,Brick,Central,Fully,55000,846.1538461538462
Alytus,Vidzgiris,Jazminų g.,64.0,3,2,1984,Block house,Central,Fully,96000,1500.0
Alytus,Vidzgiris,Jazminų g.,64.5,3,5,1988,Block house,Central,Fully,65000,1007.7519379844962
Alytaus r. sav.,Rimėnų k.,Beržų g.,56.6,2,1,1992,Brick,Other,Fully,21500,379.85865724381625
Klaipėda,Poilsis,Nidos g.,50.0,3,1,2022,Brick,Gas,Fully,240000,4800.0
Klaipėda,Poilsis,Nidos g.,71.5,4,4,1970,Brick,Central,Fully,89000,1244.7552447552448
Vilnius,Lazdynai,Architektų g.,47.0,2,4,1970,Block house,Central,Fully,102000,2170.2127659574467
Vilnius,Lazdynėliai,Jonažolių g.,53.0,2,9,2006,Brick,Central thermostat,Fully,175000,3301.8867924528304
Vilnius,Lazdynėliai,Jonažolių g.,28.5,1,4,1969,Brick,Central,Not,25500,894.7368421052631
Vilnius,Pašilaičiai,Medeinos g.,50.24,2,4,1987,Block house,Central,Fully,118000,2348.726114649681
Vilnius,Valakampiai,Svajonių g.,75.0,3,3,2010,Brick,"Electric, aerothermal, gas",Fully,339000,4520.0
Panevėžys,Centras,Aldonos g.,18.3,1,1,1968,Brick,Central,Fully,19800,1081.967213114754
Panevėžys,Centras,Aldonos g.,48.0,2,4,1970,Brick,Central,Fully,49400,1029.1666666666667
Panevėžys,Centras,Aldonos g.,63.81,3,3,1982,Brick,Central,Fully,80000,1253.7219871493496
Kaunas,Dainava,V. Krėvės pr.,79.0,4,4,1994,Block house,Central,Fully,139000,1759.493670886076
Panevėžys,Centras,A. Smetonos g.,47.52,2,1,1926,Wooden house,Solid fuel,Not,21000,441.9191919191919
Šiauliai,Gytariai,Gytarių g.,63.92,3,5,1990,Block house,Central,Fully,67700,1059.136420525657
Šilutės r. sav.,Žemaičių Naumiesčio mstl.,Smėlyno g.,47.0,2,3,1981,Block house,Solid fuel,Not,9000,191.48936170212767
Vilnius,Naujamiestis,Žemaitės g.,50.13,2,4,1967,Brick,Central,Fully,119000,2373.828047077598
Vilnius,Justiniškės,Justiniškių g.,54.5,2,9,1983,Block house,Central,Fully,131000,2403.669724770642
Alytus,Senamiestis,Vidzgirio g.,36.0,1,5,1990,Brick,Central,Fully,38000,1055.5555555555557
Vilnius,Fabijoniškės,Fabijoniškių g.,66.89,3,9,1988,Block house,Central,Fully,105000,1569.7413664224846
Klaipėda,Centras,Danės g.,90.0,4,2,1971,Brick,Central thermostat,Fully,219000,2433.3333333333335
Vilnius,Justiniškės,Taikos g.,67.18,3,5,1984,Block house,Central,Fully,127000,1890.4435844001189
Vilnius,Žirmūnai,Apkasų g.,57.0,3,1,1964,Brick,Central,Fully,117000,2052.6315789473683
Vilniaus r. sav.,Raudondvario k.,Liepų al.,45.86,3,1,1970,Brick,Central,Fully,88000,1918.8835586567816
Vilniaus r. sav.,Raudondvario k.,Liepų al.,77.03,3,4,1986,Block house,Central thermostat,Fully,65000,843.8270803583019
Vilnius,Pilaitė,Šarkuvos g.,135.39,6,1,2018,Brick,Electric,Partial,299999,2215.8135755964254
Vilnius,Pilaitė,Šarkuvos g.,32.0,1,3,1979,Block house,Central,Fully,45000,1406.25
Klaipėda,Poilsis,Rambyno g.,34.0,2,4,1987,Brick,Central,Fully,39900,1173.5294117647059
Klaipėda,Poilsis,Rambyno g.,67.0,3,2,1991,Brick,Central,Partial,33000,492.53731343283584
Vilnius,Naujininkai,Šaltkalvių g.,51.0,2,3,1971,Brick,Central,Fully,92500,1813.7254901960785
Šiauliai,Dainiai,Gegužių g.,19.99,1,5,1982,Brick,Central,Fully,15000,750.3751875937969
Vilnius,Naujininkai,Rudaminos g.,45.52,2,1,1984,Brick,Central,Fully,90000,1977.152899824253
Vilnius,Naujininkai,Rudaminos g.,33.0,1,1,1926,Brick,"Electric, liquid",Fully,34000,1030.3030303030303
Klaipėda,Vingis,Šiaulių g.,47.0,2,5,1978,Block house,Central,Fully,65900,1402.127659574468
Marijampolės m.,Centras,Jaunimo g.,42.65,2,2,1964,Block house,Central,Fully,64000,1500.586166471278
Vilnius,Senamiestis,Aludarių g.,59.38,2,1,2019,Monolithic,Central thermostat,Fully,355000,5978.443920511957
Kauno r. sav.,Seniavos k.,Laurų g.,82.0,4,1,2013,Brick,"Gas, solid fuel",Fully,155000,1890.2439024390244
Klaipėda,Sportininkai,Švyturio g.,53.48,3,1,1963,Brick,Central thermostat,Fully,77500,1449.139865370232
Trakų r. sav.,Lentvario m.,Klevų al.,21.65,1,3,1973,Brick,Central,Fully,42500,1963.0484988452656
Telšių r. sav.,Rainių k.,Aušros g.,50.0,2,4,1993,Brick,Central,Fully,55000,1100.0
Panevėžys,Tulpės,Tulpių g.,44.31,2,4,1980,Block house,Central,Fully,37800,853.0805687203791
Vilnius,Naujoji Vilnia,Linksmoji g.,49.35,2,6,1989,Brick,Central,Fully,110000,2228.9766970618034
Kaunas,Vilijampolė,Tilžės g.,16.0,1,1,1960,Brick,Gas,Fully,23500,1468.75
Panevėžio r. sav.,Berčiūnų k.,Rožių g.,71.35,3,1,1978,Brick,Gas,Partial,110593,1550.0070077084795
Panevėžio r. sav.,Berčiūnų k.,Rožių g.,49.67,2,1,2022,Brick,Central,Partial,69538,1400.0
Panevėžio r. sav.,Berčiūnų k.,Rožių g.,30.0,1,1,2015,Brick,Electric,Fully,75000,2500.0
Panevėžio r. sav.,Berčiūnų k.,Rožių g.,50.16,2,2,1981,Block house,Central,Fully,42000,837.3205741626795
Panevėžio r. sav.,Berčiūnų k.,Rožių g.,33.59,2,1,2023,Brick,Aerothermal,Partial,100770,2999.9999999999995
Panevėžio r. sav.,Berčiūnų k.,Rožių g.,58.0,3,2,1974,Wooden house,"Electric, solid fuel",Fully,245000,4224.137931034483
Vilnius,Justiniškės,Taikos g.,42.35,2,4,1984,Block house,Central,Fully,99500,2349.468713105077
Vilnius,Justiniškės,Taikos g.,67.0,3,2,1985,Block house,Central,Fully,142000,2119.402985074627
