City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,Price
Kaunas,Aukštieji Šančiai,Prancūzų g.,28.68,1,5,1981,Brick,Central,Fully,26000
Vilnius,Bajorai,Bajorų kel.,46.0,2,3,2014,Brick,Central,Fully,165000
Klaipėda,Senamiestis,Liepų g.,74.0,3,3,1962,Other,Central,Fully,145000
Utenos m.,Aukštakalnis,Kupiškio g.,100.0,4,4,2006,Brick,Central,Fully,157000
Klaipėda,Žvejybos uostas,Nidos g.,47.34,2,7,1982,Block house,Central,Fully,52500
Klaipėda,Žvejybos uostas,Nidos g.,54.25,2,1,1990,Block house,Central,Fully,62000
Marijampolės m.,Degučiai,R. Juknevičiaus g.,65.82,3,2,1976,Brick,Central,Fully,76000
Kaunas,Žaliakalnis,Riešutų g.,95.0,4,0,1992,Brick,Electric,Fully,95000
Šiauliai,Zokniai,Aerouosto g.,33.73,2,3,1982,Brick,Central,Fully,25000
Vilnius,Pašilaičiai,Girulių g.,41.66,1,5,2007,Brick,Central thermostat,Fully,124900
Kaunas,Dainava,Taikos pr.,49.51,2,3,1976,Block house,Central,Fully,141000
Vilnius,Naujamiestis,J. Jasinskio g.,57.7,2,1,1936,Brick,Central,Other,220000
Klaipėda,Rumpiškės,Šilutės pl.,18.0,1,5,1967,Brick,Central,Fully,13000
Vilnius,Pilaitė,Vydūno g.,36.54,2,4,1995,Block house,Central,Fully,107500
Kaunas,Šilainiai,Baltų pr.,60.98,3,4,1989,Block house,Central,Fully,77000
Švenčionių r. sav.,Pabradės m.,Gamyklos g.,48.71,2,2,1976,Brick,Central,Fully,50000
Kaunas,Vilijampolė,A. Strazdo g.,80.0,3,4,2008,Brick,"Electric, gas, solid fuel",Fully,193000
Vilnius,Pilaitė,M. Jankaus g.,61.52,2,4,2006,Brick,Central thermostat,Fully,155000
Vilnius,Pilaitė,M. Jankaus g.,40.43,2,4,1983,Brick,Central,Fully,160000
Vilnius,Pilaitė,M. Jankaus g.,44.0,2,3,1963,Brick,Central,Fully,55000
Klaipėda,Žvejybos uostas,Minijos g.,14.0,1,4,1960,Brick,Central,Fully,14000
Kaunas,Dainava,Draugystės g.,50.22,2,1,1983,Brick,Central,Fully,94000
Kaunas,Dainava,Draugystės g.,34.5,1,4,1985,Brick,Central,Fully,35900
Vilniaus r. sav.,Kuprioniškių k.,Karių g.,84.98,4,1,2022,Brick,"Electric, aerothermal",Partial,140000
Vilniaus r. sav.,Kuprioniškių k.,Karių g.,13.0,1,4,1966,Brick,Central,Fully,8000
Vilnius,Filaretai,Olandų g.,28.0,1,4,1972,Brick,Central,Fully,57500
Vilnius,Filaretai,Olandų g.,38.0,2,4,2008,Brick,Central thermostat,Fully,179000
Šiauliai,Lieporiai,Saulės tak.,44.51,2,3,1971,Block house,Central,Fully,76500
Šiauliai,Lieporiai,Saulės tak.,50.6,2,1,1900,Log house,Solid fuel,Fully,54000
Vilnius,Fabijoniškės,Fabijoniškių g.,56.81,2,5,2000,Brick,Central thermostat,Fully,129700
Vilnius,Naujininkai,Iešmininkų g.,86.0,4,1,1940,Brick,"Electric, gas, solid fuel",Fully,225000
Klaipėda,Bandužiai,Markučių g.,77.78,3,8,1988,Block house,Central,Other,80000
Kaunas,Dainava,Kovo 11-osios g.,30.0,1,5,1965,Block house,Central,Fully,55000
Vilnius,Paupys,Aukštaičių g.,55.9,2,1,2022,Brick,Central thermostat,Partial,273000
Vilnius,Paupys,Aukštaičių g.,69.41,3,3,1984,Block house,Central,Fully,42000
Vilnius,Paupys,Aukštaičių g.,45.52,2,2,1969,Other,"Electric, solid fuel",Other,25000
Vilnius,Šnipiškės,Rinktinės g.,50.0,2,3,2020,Monolithic,Central thermostat,Fully,359000
Šiauliai,Dainiai,Aukštabalio g.,49.0,2,5,1969,Block house,Central,Fully,52000
Vilnius,Naujoji Vilnia,Naujoji g.,17.66,1,1,1960,Brick,Central,Fully,47950
Vilnius,Naujoji Vilnia,Naujoji g.,53.74,3,1,2022,Brick,Gas,Fully,339000
Klaipėda,Mažasis kaimelis,Senvagės g.,73.51,3,3,2022,Monolithic,Central,Partial,194900
Kaunas,Žaliakalnis,Kalniečių g.,31.71,1,6,1986,Brick,Central,Fully,37000
Vilnius,Fabijoniškės,Gedvydžių g.,50.15,2,7,1991,Block house,Central,Fully,98700
Kaunas,Žemieji Šančiai,Vokiečių g.,50.87,3,3,2007,Brick,Gas,Fully,122000
Marijampolės m.,Degučiai,R. Juknevičiaus g.,62.77,3,2,1976,Brick,Central,Fully,120000
Marijampolės m.,Degučiai,R. Juknevičiaus g.,53.57,2,2,1984,Block house,Central,Fully,49900
Vilnius,Žirmūnai,Apkasų g.,56.62,3,5,1963,Block house,Central,Fully,99000
Vilniaus r. sav.,Keturiasdešimt Totorių k.,Vytauto g.,70.0,3,2,1968,Brick,"Aerothermal, solid fuel, other",Fully,94000
Vilnius,Antakalnis,P. Vileišio g.,44.18,2,4,1964,Block house,Central,Fully,100000
Utenos m.,Aukštakalnis,Taikos g.,36.0,1,3,1978,Brick,Central,Fully,49900
Vilnius,Žirmūnai,Žirmūnų g.,67.58,3,4,1965,Block house,Central,Fully,165000
Vilnius,Žirmūnai,Žirmūnų g.,37.0,1,5,1987,Block house,Central,Fully,42000
Vilnius,Žirmūnai,Kareivių g.,76.0,3,7,2007,Monolithic,Central thermostat,Fully,210000
Vilnius,Naujamiestis,M. K. Čiurlionio g.,59.0,4,2,1940,Brick,Central,Fully,239700
Vilnius,Justiniškės,Taikos g.,50.38,2,9,1983,Block house,Central,Fully,90000
Vilnius,Justiniškės,Taikos g.,51.5,2,4,1970,Brick,Central,Partial,55000
Kaunas,Dainava,V. Krėvės pr.,48.15,2,1,1969,Block house,Central,Fully,89900
Kaunas,Dainava,V. Krėvės pr.,45.36,2,1,1973,Brick,Central,Fully,63499
Kaunas,Dainava,V. Krėvės pr.,53.3,3,3,1972,Brick,Central,Fully,73499
Trakų r. sav.,Lentvario m.,Lauko g.,43.0,2,4,1971,Brick,Central,Fully,65000
Vilnius,Antakalnis,P. Vileišio g.,44.48,2,1,1963,Brick,Central,Fully,93500
Klaipėda,Paupiai,Ragainės g.,65.25,3,2,2022,Brick,Central thermostat,Partial,121500
Vilnius,Pašilaičiai,Girulių g.,65.0,3,9,2008,Brick,Central thermostat,Fully,160000
Kėdainių r. sav.,Vilainių k.,Melioratorių g.,46.51,2,4,1996,Brick,Other,Other,32000
Kėdainių r. sav.,Vilainių k.,Melioratorių g.,43.99,2,4,1970,Block house,Central thermostat,Fully,41000
Panevėžys,Klaipėdos,Klaipėdos g.,51.0,2,5,1980,Block house,Central,Fully,49000
Palanga,Palanga,Nendrės g.,20.0,1,1,2021,Brick,Gas,Fully,91900
Pagėgių sav.,Natkiškių k.,Vilties g.,52.0,2,2,1979,Brick,Gas,Fully,20000
Kaunas,Eiguliai,S. Žukausko g.,49.0,2,4,1979,Block house,Central,Fully,85000
Panevėžys,Klaipėdos,Statybininkų g.,64.11,3,2,1974,Block house,Central,Fully,67900
Vilnius,Senamiestis,Vilniaus g.,37.55,1,2,1965,Brick,Central,Fully,250000
Kaunas,Centras,Laisvės al.,35.36,1,2,1940,Brick,Gas,Fully,128000
Vilnius,Turniškės,Turniškių g.,37.94,2,1,2017,Brick,Geothermal,Fully,250000
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,68.62,2,2,1959,Brick,Central thermostat,Fully,177999
Jurbarko r. sav.,Girdžių k.,Ateities g.,42.0,1,2,1976,Brick,Solid fuel,Fully,12999
Klaipėdos r. sav.,Gargždų m.,Dariaus ir Girėno g.,89.0,3,3,2001,Brick,Central thermostat,Fully,90000
Vilnius,Lazdynai,Erfurto g.,47.0,2,5,1970,Block house,Central,Fully,105000
Klaipėda,Senamiestis,Danės g.,75.99,3,4,1961,Brick,Central,Fully,185000
Kaunas,Senamiestis,Šv. Gertrūdos g.,54.0,3,1,1962,Brick,Central,Fully,112000
Vilnius,Šnipiškės,S. Fino g.,43.0,2,1,1900,Wooden house,Solid fuel,Other,92000
Kaunas,Vilijampolė,Panerių g.,60.0,3,2,1959,Brick,"Aerothermal, gas",Fully,99950
Klaipėda,Sportininkai,Sportininkų g.,57.24,3,3,1953,Brick,Central thermostat,Fully,120200
Kaunas,Žaliakalnis,Aušros g.,53.94,2,3,1930,Brick,Other,Partial,148335
Klaipėda,Senamiestis,J. Karoso g.,60.0,3,3,2021,Brick,Central thermostat,Fully,265000
Vilnius,Karoliniškės,Dariaus Gerbutavičiaus g.,55.2,2,3,1972,Block house,Central,Fully,119200
Vilnius,Lazdynai,Architektų g.,46.8,2,5,1970,Block house,Central,Fully,99000
Vilnius,Fabijoniškės,Fabijoniškių g.,51.0,2,1,2019,Block house,Central thermostat,Fully,180000
Kaunas,Žaliakalnis,Gražinos g.,76.94,4,5,1981,Brick,Central,Fully,190000
Vilnius,Paneriai,Zubiškių g.,67.0,3,1,2022,Monolithic,"Electric, aerothermal, sun energy",Partial,114900
Kaunas,Žaliakalnis,P. Vileišio g.,260.0,7,3,1937,Brick,Gas,Fully,245000
Vilnius,Žvėrynas,Studentų g.,18.0,1,1,1965,Brick,Central,Fully,84000
Vilnius,Žvėrynas,Studentų g.,42.18,2,1,1953,Brick,Gas,Fully,54000
Šiaulių r. sav.,Kairių mstl.,Salduvės g.,35.2,1,4,1991,Brick,Central,Fully,28000
Šiaulių r. sav.,Kairių mstl.,Salduvės g.,63.26,2,5,1989,Block house,Central,Fully,75000
Šiaulių r. sav.,Kairių mstl.,Salduvės g.,75.3,3,1,1989,Brick,Central,Fully,92000
Kauno r. sav.,Akademijos mstl.,Pilėnų g.,92.0,5,4,1979,Brick,Central,Fully,95000
Vilnius,Santariškės,Mykolo Marcinkevičiaus g.,66.83,2,3,1997,Brick,Central,Fully,175000
Klaipėda,Centras,S. Daukanto g.,58.71,3,3,1911,Brick,Central,Fully,125000
Klaipėda,Centras,S. Daukanto g.,28.0,2,4,2017,Brick,Electric,Fully,110000
Vilnius,Pilaitė,Papilėnų g.,35.4,1,1,1993,Block house,Central,Fully,93500
Palanga,Šventoji,Mokyklos g.,32.0,1,3,2010,Monolithic,Gas,Fully,90000
Kauno r. sav.,Užliedžių k.,Pienių g.,58.57,3,1,2014,Brick,Gas,Fully,129000
Vilnius,Šnipiškės,Šeimyniškių g.,102.0,4,3,1977,Brick,"Central thermostat, gas",Fully,399000
Kaunas,Dainava,Partizanų g.,30.0,1,4,1977,Brick,Central,Fully,75000
Klaipėda,Varpai,Liubeko g.,78.0,3,4,1994,Block house,Central,Fully,86000
Klaipėda,Varpai,Liubeko g.,49.0,2,6,1988,Brick,Central,Fully,39000
Klaipėda,Naujakiemis,Gedminų g.,64.0,3,1,1973,Block house,Central,Fully,93000
Kaunas,Kalniečiai,Partizanų g.,77.0,4,2,1972,Brick,Central,Fully,104000
Kaišiadorių r. sav.,Pravieniškių k.,Pravieniškių g.,37.5,1,1,1984,Brick,Central,Fully,29700
Panevėžys,Centras,Ukmergės g.,26.76,2,1,1896,Brick,Gas,Other,25500
Klaipėda,Naujakiemis,Statybininkų pr.,47.0,2,2,1976,Block house,Central,Fully,88000
Panevėžys,Žemaičiai,Žemaičių g.,49.98,2,5,1979,Brick,Central,Fully,42000
Panevėžys,Žemaičiai,Žemaičių g.,52.0,2,3,1980,Brick,Central,Fully,40000
Vilnius,Naujamiestis,Savanorių pr.,49.11,2,4,1964,Block house,Central,Fully,111000
Palanga,Palanga,Vaivorykštės g.,28.0,2,2,2020,Brick,Electric,Fully,118000
Alytus,Vidzgiris,Jazminų g.,34.0,1,5,1982,Brick,Central,Fully,34900
Vilniaus r. sav.,Marijampolio k.,Liepų g.,44.6,2,2,1974,Brick,Gas,Fully,58000
Klaipėda,Centras,H. Manto g.,46.0,2,2,1962,Brick,Central,Fully,128800
Marijampolės m.,Degučiai,R. Juknevičiaus g.,33.75,1,5,1973,Block house,Central,Other,32500
Kaunas,Dainava,Partizanų g.,30.5,1,5,1977,Block house,Central,Fully,60999
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,33.0,1,4,1972,Block house,Central,Other,8000
Kauno r. sav.,Ringaudų k.,Kamšos g.,52.95,2,1,2023,Brick,Aerothermal,Partial,82000
Kauno r. sav.,Ringaudų k.,Kamšos g.,52.95,2,1,2023,Brick,Aerothermal,Fully,98000
Vilnius,Verkiai,Popieriaus g.,45.0,2,1,1967,Brick,Central,Not,60000
Alytus,Vidzgiris,Volungės g.,63.0,3,2,1983,Block house,Central,Fully,75000
Alytus,Vidzgiris,Volungės g.,51.99,2,1,1990,Brick,Central,Not,95000
Vilnius,Naujoji Vilnia,Parko g.,60.72,3,2,1985,Brick,Central,Fully,93000
Vilnius,Naujoji Vilnia,Parko g.,51.0,3,1,1984,Block house,Central,Fully,66000
Vilnius,Naujoji Vilnia,Parko g.,33.82,2,4,1973,Brick,Central,Fully,17000
Vilnius,Naujoji Vilnia,Parko g.,46.22,2,3,1982,Monolithic,Central,Fully,44000
Klaipėda,Giruliai,Girulių pl.,77.0,3,1,2017,Brick,Gas,Fully,414000
Vilnius,Pašilaičiai,Laisvės pr.,41.86,2,3,2019,Brick,Central,Fully,145000
Raseinių r. sav.,Girkalnio mstl.,Draugystės g.,70.62,3,1,1976,Brick,Solid fuel,Partial,30000
Kaunas,Gričiupis,Pašilės g.,47.59,2,4,1966,Block house,Central,Fully,82000
Vilnius,Kalnėnai,Ašmenėlės g.,59.0,3,1,2015,Brick,Aerothermal,Fully,219000
Vilnius,Kalnėnai,Ašmenėlės g.,45.0,2,2,1968,Block house,Central,Fully,60000
Vilnius,Kalnėnai,Ašmenėlės g.,28.27,1,2,1973,Brick,Central,Fully,30500
Vilnius,Vilkpėdė,Gerosios Vilties g.,18.0,1,5,1966,Block house,Central,Fully,43000
Vilnius,Vilkpėdė,Gerosios Vilties g.,66.3,3,1,1974,Brick,Central,Partial,70000
Vilnius,Šnipiškės,Kalvarijų g.,45.0,2,3,1964,Block house,Central,Fully,95000
Vilnius,Šnipiškės,Kalvarijų g.,52.93,2,5,1993,Brick,Central thermostat,Fully,38000
Klaipėda,Naujakiemis,Šiaulių g.,47.0,2,5,1973,Block house,Central,Fully,74000
Klaipėda,Naujakiemis,Šiaulių g.,67.18,3,3,1986,Block house,Central,Fully,60000
Klaipėda,Naujakiemis,Šiaulių g.,54.38,2,6,1984,Block house,Gas,Fully,58500
Kaunas,Dainava,M. Riomerio g.,33.0,1,3,1980,Brick,Central,Fully,43000
Vilniaus r. sav.,Skaidiškių k.,Sodų g.,65.0,3,3,1984,Brick,Central,Fully,95000
Vilnius,Lazdynėliai,Šiltnamių g.,15.03,1,2,1967,Brick,Central,Fully,36800
Švenčionių r. sav.,Pabradės m.,Architektų g.,78.0,4,1,1998,Block house,Central,Fully,99000
Švenčionių r. sav.,Pabradės m.,Architektų g.,33.49,2,4,1974,Block house,"Central, electric",Fully,55000
Vilnius,Šnipiškės,Linkmenų g.,53.7,2,2,2023,Block house,Central thermostat,Partial,184000
Vilnius,Senamiestis,Aludarių g.,50.63,2,2,2019,Monolithic,Central thermostat,Fully,392000
Vilnius,Jeruzalė,Bitininkų g.,53.75,2,8,2001,Brick,Gas,Fully,149000
Panevėžys,Žemaičiai,Žemaičių g.,66.3,3,3,1974,Brick,Central,Fully,63000
Marijampolės m.,Degučiai,Parko g.,54.96,3,2,2023,Brick,Aerothermal,Partial,123000
Vilnius,Naujamiestis,Žemaitės g.,65.0,3,3,1966,Brick,Central,Fully,166000
Klaipėda,Bandužiai,Vaidaugų g.,44.02,2,5,1990,Block house,Central,Fully,68800
Klaipėda,Bandužiai,Vaidaugų g.,49.0,2,3,1976,Block house,Central,Fully,8000
Klaipėda,Bandužiai,Vaidaugų g.,35.83,1,3,1981,Block house,Central,Other,28000
Alytus,Vidzgiris,Statybininkų g.,66.7,3,5,1986,Block house,Central,Fully,80000
Rokiškio r. sav.,Bajorų k.,Bajorų g.,39.0,2,1,1962,Brick,Central,Fully,18000
Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,86.46,3,2,2014,Brick,Central thermostat,Fully,400000
Vilnius,Bajorai,Bajorų kel.,75.82,3,5,2007,Brick,Central thermostat,Fully,227600
Vilnius,Bajorai,Bajorų kel.,50.42,2,5,1991,Block house,Central,Fully,52000
Vilnius,Bajorai,Bajorų kel.,26.0,2,2,1938,Brick,Other,Fully,129000
Kaunas,Eiguliai,V. Landsbergio-Žemkalnio g.,63.0,3,8,1982,Block house,Central,Fully,117000
Kaunas,Eiguliai,V. Landsbergio-Žemkalnio g.,88.0,4,1,1989,Wooden house,"Central, electric",Fully,490000
Vilnius,Naujamiestis,Naugarduko g.,31.59,1,3,1962,Block house,Central,Fully,86000
Vilnius,Naujamiestis,Naugarduko g.,64.31,3,3,1992,Brick,Central,Fully,126000
Kaunas,Žaliakalnis,Darbininkų g.,29.7,2,1,1934,Log house,"Electric, solid fuel",Fully,39000
Kaunas,Šilainiai,Vėtrungės g.,78.35,4,1,1986,Block house,"Central, electric, gas",Fully,107000
Kauno r. sav.,Jonučių II k.,Versmės g.,71.28,3,4,2009,Brick,Gas,Fully,144000
Rokiškio r. sav.,Juodupės mstl.,Liepų g.,60.36,3,3,1985,Brick,Central,Fully,13500
Vilnius,Justiniškės,Taikos g.,44.0,2,7,1983,Block house,Central,Fully,95800
Vilnius,Justiniškės,Taikos g.,71.0,4,4,1971,Brick,Central,Fully,78000
Vilnius,Justiniškės,Taikos g.,46.8,2,1,1973,Brick,Central,Fully,80000
Vilnius,Senamiestis,Pylimo g.,180.0,4,5,1912,Brick,"Electric, gas",Not,230000
Vilnius,Senamiestis,Pylimo g.,56.0,3,5,1966,Brick,Central,Fully,64000
Vilnius,Senamiestis,Pylimo g.,34.0,1,9,1976,Brick,Central,Fully,40000
Vilnius,Senamiestis,Pylimo g.,48.0,2,3,2013,Block house,Central,Fully,143000
Alytus,Senamiestis,Seirijų g.,53.0,2,2,2004,Brick,Aerothermal,Fully,106000
Alytus,Senamiestis,Seirijų g.,47.0,2,3,1968,Monolithic,Central,Fully,39000
Alytus,Senamiestis,Seirijų g.,53.0,2,3,2004,Brick,Aerothermal,Fully,101000
Alytus,Senamiestis,Seirijų g.,65.0,3,2,1978,Brick,Central,Fully,93000
Klaipėda,Žardininkai,Žardininkų g.,64.3,3,9,1977,Block house,Central,Fully,90000
Vilnius,Užupis,Krivių g.,80.0,3,1,2005,Brick,Central thermostat,Fully,396000
Šiauliai,Šimšė,Vilniaus g.,49.55,3,5,1971,Brick,"Central, electric",Fully,87500
Šiauliai,Šimšė,Vilniaus g.,49.58,2,5,1977,Block house,Central,Fully,22000
Šiauliai,Žaliūkiai,Žaliūkių g.,51.62,2,1,2007,Brick,Gas,Fully,105000
Vilnius,Baltupiai,Baltupio g.,69.0,2,10,1984,Brick,Central,Fully,121000
Šiauliai,Dainiai,Gardino g.,50.0,2,4,1977,Block house,Central,Fully,75000
Molėtų r. sav.,Bijutiškio k.,Liepų g.,72.0,3,1,1974,Brick,Solid fuel,Fully,55000
Klaipėda,Rumpiškės,Rumpiškės g.,10.72,1,4,1963,Brick,Central,Fully,13900
Klaipėda,Sportininkai,Pušyno skg.,41.0,2,1,1926,Brick,"Electric, solid fuel, other",Fully,81500
Vilnius,Antakalnis,Smėlio g.,55.0,2,3,1959,Brick,"Central, electric",Fully,200000
Vilnius,Pašilaičiai,Eitminų g.,79.69,3,5,2016,Brick,Central thermostat,Fully,189000
Klaipėda,Centras,J. Karoso g.,127.0,6,4,1957,Brick,Central,Fully,360000
Vilnius,Naujoji Vilnia,Pramonės g.,21.0,1,3,1970,Block house,Other,Fully,37500
Elektrėnų sav.,Vievio m.,Naujoji g.,69.47,3,2,1980,Block house,Central,Fully,68000
Kaunas,Aleksotas,Vaitapilės g.,59.57,3,3,2017,Brick,Gas,Fully,142000
Kaunas,Eiguliai,S. Žukausko g.,59.17,3,2,1979,Block house,Central,Fully,94600
Kaunas,Eiguliai,S. Žukausko g.,36.0,1,4,1973,Block house,Central,Fully,26500
Kaunas,Aukštieji Šančiai,Prancūzų g.,35.07,1,2,1982,Brick,Central,Fully,63000
Šiauliai,Lieporiai,Krymo g.,81.0,4,5,1975,Block house,Central,Fully,73000
Alytus,Dainava,Vingio g.,64.77,3,5,1970,Brick,Central,Fully,80000
Vilnius,Santariškės,Santariškių g.,73.89,3,3,2014,Brick,Central thermostat,Fully,265000
Rietavo sav.,Maldučių k.,Žemaičių g.,101.0,3,2,1970,Brick,Solid fuel,Fully,31000
Vilnius,Pašilaičiai,Gabijos g.,38.8,2,5,1987,Block house,Central,Fully,101000
Vilnius,Tarandė,Avižienių g.,53.0,2,1,2018,Brick,Gas,Fully,170000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,48.14,2,3,1976,Block house,Central,Fully,20000
Vilnius,Pašilaičiai,Perkūnkiemio g.,60.0,3,9,2017,Block house,Central thermostat,Fully,179500
Kaunas,Vytėnai,Užnerio g.,49.0,3,1,2016,Brick,Gas,Fully,142000
Kaunas,Vytėnai,Užnerio g.,41.72,2,1,1980,Brick,Central,Fully,60000
Šiauliai,Centras,Trakų g.,50.55,3,4,1967,Brick,Central,Fully,80500
Klaipėda,Miškas,Kretingos g.,43.0,2,4,1977,Brick,Central,Fully,98000
Klaipėda,Miškas,Kretingos g.,78.0,4,4,1978,Brick,Central,Other,45000
Klaipėda,Miškas,Kretingos g.,64.0,2,1,1975,Brick,Solid fuel,Fully,85000
Vilnius,Justiniškės,Taikos g.,66.7,3,5,1984,Monolithic,Central,Fully,125000
Vilnius,Šiaurės miestelis,Kazimiero Ladygos g.,47.71,2,8,2003,Brick,Central thermostat,Fully,176999
Vilnius,Pašilaičiai,Pavilnionių g.,21.26,1,3,2016,Brick,Central thermostat,Fully,88900
Kaunas,Aukštieji Šančiai,Prancūzų g.,33.0,1,3,1975,Brick,Central,Fully,48000
Klaipėda,Mokykla,Joniškės g.,44.0,2,2,1930,Brick,"Gas, electric, solid fuel",Fully,52000
Klaipėda,Mokykla,Joniškės g.,37.0,1,3,1980,Block house,Central,Fully,29900
Kaunas,Vilijampolė,Brastos g.,53.0,2,3,2020,Brick,Central thermostat,Fully,157500
Vilnius,Lazdynėliai,Lietaus g.,52.0,2,4,2019,Brick,Central thermostat,Fully,166000
Vilnius,Šiaurės miestelis,V. Nagevičiaus g.,56.0,2,5,2003,Brick,Central thermostat,Fully,166999
Vilnius,Žirmūnai,Žirmūnų g.,58.51,2,8,1979,Brick,Central,Fully,103000
Vilnius,Žirmūnai,Žirmūnų g.,48.49,2,1,1967,Brick,Central,Fully,114000
Marijampolės sav.,Meškučių k.,Senoji g.,53.32,2,2,1974,Brick,Solid fuel,Fully,23000
Marijampolės sav.,Meškučių k.,Senoji g.,49.96,2,1,1987,Block house,Central,Fully,54000
Šiauliai,Dainiai,Dainų g.,32.62,1,3,1984,Block house,Central,Fully,55600
Vilnius,Šnipiškės,Linkmenų g.,50.0,2,1,2019,Block house,Central thermostat,Fully,210000
Vilnius,Šnipiškės,Linkmenų g.,39.45,2,1,1927,Wooden house,Electric,Fully,37000
Vilnius,Šnipiškės,Linkmenų g.,43.86,2,2,1970,Block house,Central,Fully,58000
Panevėžys,Centras,Kranto g.,28.0,1,2,1898,Brick,Central,Fully,45000
Panevėžys,Klaipėdos,Statybininkų g.,44.0,2,5,1971,Block house,"Central, aerothermal",Fully,55000
Panevėžys,Klaipėdos,Statybininkų g.,45.62,2,5,1966,Brick,Central,Fully,66000
Klaipėda,Bandužiai,Lūžų g.,77.0,3,5,1990,Block house,Central,Fully,83000
Šiauliai,Lieporiai,Tilžės g.,18.0,1,4,1976,Block house,Central,Fully,15800
Šiauliai,Lieporiai,Tilžės g.,33.0,1,1,1979,Brick,Central,Not,12000
Kėdainių r. sav.,Pelėdnagių k.,V. Koncevičiaus g.,45.19,2,4,1975,Brick,Central,Fully,45000
Kaunas,Šilainiai,Baltų pr.,37.14,1,2,1989,Block house,Central,Other,51000
Kaunas,Šilainiai,Šarkuvos g.,36.55,1,3,1988,Block house,Central,Fully,58500
Kaunas,Dainava,Kovo 11-osios g.,67.29,3,5,1972,Brick,Central thermostat,Fully,119500
Kaunas,Dainava,Kovo 11-osios g.,56.0,3,3,1972,Brick,Central,Fully,52000
Kaunas,Dainava,Kovo 11-osios g.,68.0,3,1,1980,Brick,Central,Fully,85000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,46.37,2,3,1974,Block house,Central,Fully,12500
Vilnius,Šnipiškės,Kalvarijų g.,56.8,2,2,2022,Brick,Aerothermal,Fully,215000
Vilnius,Šnipiškės,Kalvarijų g.,65.42,2,1,2006,Brick,"Electric, central thermostat",Fully,264950
Kaunas,Vilijampolė,K. Griniaus g.,44.0,2,5,1969,Block house,Central,Fully,73000
Palanga,Palanga,B. Oškinio g.,41.24,2,4,1964,Brick,Central,Fully,145000
Palanga,Palanga,B. Oškinio g.,38.52,2,1,2022,Brick,Central,Partial,92000
Vilnius,Pašilaičiai,Gabijos g.,36.0,1,5,1987,Block house,Central,Fully,82000
Vilnius,Pašilaičiai,Gabijos g.,56.77,3,1,1901,Brick,Solid fuel,Fully,60000
Vilnius,Pašilaičiai,Gabijos g.,46.38,2,1,1983,Block house,Central,Fully,23500
Vilnius,Pašilaičiai,Gabijos g.,69.0,3,1,1967,Brick,Solid fuel,Not,15000
Vilnius,Pašilaičiai,Gabijos g.,50.15,2,2,1982,Block house,Central,Fully,45000
Kaunas,Šilainiai,Baltijos g.,63.87,3,2,1992,Brick,Central,Fully,102000
Alytus,Likiškėliai,Jurgiškių g.,52.15,2,5,1992,Brick,Central,Fully,59000
Vilniaus r. sav.,Keturiasdešimt Totorių k.,Vytauto g.,69.0,3,2,1970,Brick,"Solid fuel, other",Fully,94000
Vilniaus r. sav.,Keturiasdešimt Totorių k.,Vytauto g.,33.13,1,5,1973,Block house,Central thermostat,Fully,43000
Kaunas,Dainava,Birželio 23-iosios g.,46.0,2,4,1967,Brick,Central,Fully,69000
Anykščių r. sav.,Kavarsko m.,Respublikos a.,39.14,2,1,1940,Wooden house,Solid fuel,Fully,15000
Vilkaviškio r. sav.,Kybartų m.,Vištyčio g.,32.73,1,5,1974,Block house,Central,Fully,17500
Vilkaviškio r. sav.,Kybartų m.,Vištyčio g.,49.86,2,2,1974,Brick,Central,Not,58000
Tauragės r. sav.,Pagramančio mstl.,Juozo Mažeikos g.,55.0,2,2,1971,Brick,Solid fuel,Fully,24500
Kaunas,Vilijampolė,Sąjungos a.,43.0,2,3,1968,Block house,Central thermostat,Fully,120000
Kaunas,Eiguliai,S. Žukausko g.,37.0,1,3,1992,Monolithic,Central,Fully,59000
Kaunas,Dainava,Taikos pr.,29.0,1,3,1972,Block house,Central,Partial,58000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,78.0,4,2,1973,Block house,Central,Fully,160000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,36.0,2,5,1988,Block house,Central,Fully,32000
Kretingos r. sav.,Vydmantų k.,Mokyklos g.,30.0,1,2,1980,Brick,"Gas, electric, solid fuel, other",Partial,20000
Kretingos r. sav.,Vydmantų k.,Mokyklos g.,51.0,3,0,2007,Brick,Gas,Fully,200000
Kretingos r. sav.,Vydmantų k.,Mokyklos g.,33.28,2,1,2020,Brick,Aerothermal,Fully,199000
Kretingos r. sav.,Vydmantų k.,Mokyklos g.,61.41,4,1,2019,Brick,Other,Fully,465000
Vilnius,Santariškės,Dangeručio g.,45.73,2,2,2022,Brick,"Electric, aerothermal",Fully,169000
Palanga,Palanga,Vaivorykštės g.,21.0,1,1,2020,Brick,Other,Fully,83900
