City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,Price
Vilnius,Šnipiškės,Giedraičių g.,25.0,1,1,2022,Brick,Electric,Fully,145000
Vilnius,Šnipiškės,Giedraičių g.,23.39,1,3,2014,Brick,Central thermostat,Fully,96000
Vilnius,Užupis,Filaretų g.,66.17,3,1,2006,Brick,Central thermostat,Fully,199900
Vilnius,Šnipiškės,A. Juozapavičiaus g.,144.82,3,8,2005,Block house,Central thermostat,Fully,830000
Vilnius,Pašilaičiai,Duisburgo g.,64.0,3,2,2023,Brick,Central thermostat,Fully,167990
Vilnius,Pašilaičiai,Duisburgo g.,30.35,1,3,2004,Brick,Gas,Fully,109000
Vilnius,Naujamiestis,Jovaro g.,210.0,6,2,2016,Brick,Gas,Fully,879000
Vilnius,Senamiestis,Jovaro g.,210.0,6,2,1940,Brick,Gas,Fully,880000
Vilnius,Karoliniškės,Sietyno g.,37.62,2,3,1996,Brick,Electric,Fully,115000
Klaipėda,Naujakiemis,Naujakiemio g.,64.25,3,6,1975,Block house,Central,Fully,74000
Kaunas,Vilijampolė,Vytenio g.,47.68,2,1,2023,Brick,Gas,Partial,115000
Šalčininkų r. sav.,Baltosios Vokės m.,T. Kosciuškos g.,65.93,3,1,1952,Brick,Solid fuel,Fully,49900
Marijampolės m.,Degučiai,R. Juknevičiaus g.,79.78,4,5,1977,Block house,Central,Fully,85000
Vilnius,Šiaurės miestelis,S. Žukausko g.,71.0,3,6,2003,Brick,Central thermostat,Fully,198000
Vilnius,Pilaitė,Karaliaučiaus g.,36.0,2,2,1994,Monolithic,Central,Fully,110000
Vilnius,Senamiestis,Subačiaus g.,115.0,4,3,2006,Brick,Central,Fully,690000
Kaunas,Kalniečiai,Šiaurės pr.,49.0,2,4,1992,Block house,Central,Fully,75000
Kaunas,Romainiai,Girios g.,38.35,2,2,2023,Brick,Gas,Partial,88205
Vilnius,Naujoji Vilnia,Pramonės g.,46.24,3,1,1940,Wooden house,Solid fuel,Fully,34871
Vilnius,Naujoji Vilnia,Pramonės g.,50.0,2,5,1977,Block house,Central,Fully,52000
Vilnius,Žvėrynas,Blindžių g.,49.98,2,1,2013,Brick,Central thermostat,Fully,269900
Kaunas,Žaliakalnis,Žuvinto g.,54.0,2,2,2008,Brick,Central thermostat,Fully,169000
Kaunas,Žaliakalnis,Žuvinto g.,42.95,2,2,1959,Brick,Central thermostat,Fully,36000
Vilnius,Lazdynėliai,Bukčių g.,42.83,1,1,2002,Brick,Electric,Fully,125000
Vilnius,Pašilaičiai,Žemynos g.,36.61,1,9,1986,Block house,Central,Fully,73200
Raseinių r. sav.,Ariogalos m.,Verdėlupio g.,81.33,4,3,1992,Block house,Central,Fully,42000
Klaipėda,Centras,Tilžės g.,41.0,2,3,2022,Brick,Central thermostat,Fully,144999
Vilnius,Aukštieji Paneriai,Šešėlių g.,59.94,3,2,1975,Brick,"Electric, solid fuel",Fully,80000
Vilnius,Aukštieji Paneriai,Šešėlių g.,48.27,2,1,1950,Brick,Solid fuel,Other,2544
Šiauliai,Dainiai,Gegužių g.,64.59,3,2,1985,Block house,Central,Fully,76500
Vilnius,Naujamiestis,Kauno g.,56.0,2,4,1934,Brick,Electric,Fully,210000
Vilnius,Senamiestis,Kauno g.,56.0,2,4,1934,Brick,Electric,Fully,210000
Vilnius,Justiniškės,Laisvės pr.,54.98,2,5,1986,Brick,Central,Fully,110000
Vilnius,Baltupiai,Didlaukio g.,47.41,2,4,1978,Block house,Central,Fully,99000
Kaunas,Senamiestis,Šv. Gertrūdos g.,63.96,3,2,1901,Brick,Central,Fully,159000
Kaunas,Senamiestis,Šv. Gertrūdos g.,64.0,3,9,1982,Block house,Central,Fully,52999
Kaunas,Senamiestis,Šv. Gertrūdos g.,64.0,3,9,1982,Block house,Central,Fully,53000
Ignalinos r. sav.,Meikštų k.,Dvaro g.,46.93,2,2,1965,Brick,Solid fuel,Fully,4500
Vilnius,Naujamiestis,Skroblų g.,50.6,2,1,2022,Block house,Central thermostat,Fully,199000
Vilnius,Užupis,Aukštaičių g.,59.0,3,3,2022,Brick,Central thermostat,Partial,255100
Vilnius,Paupys,Aukštaičių g.,40.94,2,2,2022,Brick,Central thermostat,Partial,196100
Vilnius,Viršuliškės,Viršuliškių g.,39.79,1,7,2021,Block house,Aerothermal,Fully,119000
Kaunas,Senamiestis,Smalininkų g.,98.0,4,3,1935,Brick,Gas,Fully,300000
Vilnius,Pilaitė,M. Mažvydo g.,45.72,2,6,2008,Brick,Central thermostat,Fully,148000
Vilnius,Užupis,Polocko g.,77.74,4,1,2023,Brick,Central thermostat,Partial,345961
Vilnius,Užupis,Polocko g.,34.35,2,1,2023,Brick,Central thermostat,Partial,187979
Elektrėnų sav.,Vievio m.,Stoties g.,42.8,2,2,2021,Brick,Central thermostat,Fully,66000
Elektrėnų sav.,Vievio m.,Stoties g.,31.64,1,3,2021,Brick,Central thermostat,Fully,54000
Vilnius,Užupis,Polocko g.,49.94,2,2,2023,Brick,Central thermostat,Partial,276320
Elektrėnų sav.,Vievio m.,Stoties g.,46.94,2,4,2021,Brick,Central thermostat,Fully,69000
Vilnius,Užupis,Polocko g.,60.5,2,2,2023,Brick,Central thermostat,Partial,254278
Vilnius,Senamiestis,Subačiaus g.,51.0,2,1,2020,Brick,Central thermostat,Partial,304000
Vilnius,Senamiestis,Subačiaus g.,223.0,5,2,2020,Brick,Central thermostat,Partial,1460000
Vilnius,Senamiestis,Subačiaus g.,62.0,3,2,1986,Brick,Gas,Fully,54500
Vilnius,Žirmūnai,Žirmūnų g.,46.61,2,1,1968,Block house,Central,Fully,89000
Alytus,Senamiestis,Užuolankos g.,45.2,2,1,1969,Brick,Central,Fully,49500
Vilnius,Senamiestis,Labdarių g.,64.07,3,3,1940,Brick,Electric,Fully,360000
Vilnius,Justiniškės,Rygos g.,44.39,2,1,2022,Brick,Central thermostat,Fully,145000
Panevėžys,Centras,Vasario 16-osios g.,76.56,3,2,2017,Brick,Central thermostat,Fully,170000
Vilnius,Grigiškės,Kovo 11-osios g.,63.62,3,1,1978,Block house,Central thermostat,Fully,112500
Vilnius,Naujamiestis,Gedimino pr.,59.0,2,3,1953,Brick,Central,Fully,249000
Vilnius,Žvėrynas,Stumbrų g.,51.42,3,2,2016,Brick,Central thermostat,Fully,239000
Vilnius,Justiniškės,Rygos g.,72.33,3,2,1987,Monolithic,Central,Fully,129900
Vilnius,Saulėtekis,K. Semenavičiaus g.,82.06,3,2,2004,Brick,Central thermostat,Fully,235000
Klaipėda,Centras,S. Nėries g.,67.0,2,2,1910,Brick,Central,Fully,169900
Vilnius,Lazdynai,Architektų g.,48.3,2,12,1972,Block house,Central,Fully,90900
Vilnius,Lazdynai,Architektų g.,70.46,3,1,1973,Brick,Central,Fully,115000
Panevėžys,Tulpės,Tulpių g.,49.0,3,5,1969,Block house,Central,Fully,44000
Vilnius,Šnipiškės,Kalvarijų g.,25.81,1,5,2022,Brick,Central thermostat,Partial,87200
Vilnius,Šnipiškės,Kalvarijų g.,24.03,1,5,2022,Brick,Central thermostat,Partial,80800
Vilnius,Šnipiškės,Kalvarijų g.,25.8,1,4,2022,Brick,Central thermostat,Partial,84800
Vilnius,Šnipiškės,Kalvarijų g.,41.0,2,5,2014,Brick,Central thermostat,Fully,109000
Vilnius,Senamiestis,Totorių g.,113.0,2,2,1940,Brick,Central,Fully,560000
Panevėžys,Centras,Vilniaus g.,39.49,2,5,1964,Brick,Central,Fully,52000
Klaipėdos r. sav.,Vėžaičių mstl.,Gargždų g.,42.76,2,2,1971,Brick,Central,Fully,45000
Šiauliai,Centras,Vytauto g.,34.02,2,4,1979,Brick,Central,Fully,34300
Švenčionių r. sav.,Pabradės m.,Bajorėlių g.,28.64,1,1,1980,Wooden house,Solid fuel,Fully,11500
Švenčionių r. sav.,Pabradės m.,Bajorėlių g.,44.0,2,4,1997,Brick,Gas,Fully,140000
Širvintų r. sav.,Medžiukų k.,Plento g.,45.0,2,2,1956,Brick,Solid fuel,Fully,25000
Kaunas,Dainava,Partizanų g.,45.0,2,1,2022,Brick,Central thermostat,Partial,89890
Vilnius,Žemieji Paneriai,Vaduvos g.,34.04,1,3,1989,Brick,Central,Fully,79000
Klaipėda,Bandužiai,Markučių g.,46.0,2,5,1994,Block house,Central,Fully,68000
Vilnius,Baltupiai,Rugių g.,71.0,3,5,2004,Brick,Gas,Fully,165000
Klaipėda,Vingis,Šiaulių g.,32.96,1,4,1976,Block house,Central,Fully,42000
Kaunas,Vilijampolė,K. Griniaus g.,44.0,2,1,1963,Block house,Central,Fully,63000
Vilnius,Viršuliškės,Spaudos g.,85.16,3,7,2022,Brick,Central thermostat,Partial,191000
Vilnius,Viršuliškės,Poligrafijos g.,77.0,3,7,2022,Brick,Central thermostat,Partial,185000
Vilnius,Viršuliškės,Poligrafijos g.,60.31,2,0,1992,Brick,Gas,Fully,153000
Vilnius,Viršuliškės,Poligrafijos g.,100.0,3,2,2017,Brick,Gas,Fully,295000
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,63.8,3,4,1974,Block house,Central,Fully,104900
Vilnius,Naujamiestis,M. K. Čiurlionio g.,234.0,6,3,1940,Brick,Electric,Fully,700000
Vilnius,Senamiestis,A. Stulginskio g.,105.0,4,3,1954,Brick,Central,Fully,315000
Vilnius,Žvėrynas,Blindžių g.,168.0,5,3,2008,Brick,Central thermostat,Fully,850000
Vilnius,Naujamiestis,M. Valančiaus g.,66.22,2,2,2009,Brick,Central thermostat,Fully,326000
Vilnius,Žirmūnai,Žirmūnų g.,86.31,3,5,2001,Brick,Central thermostat,Fully,212500
Vilnius,Šiaurės miestelis,Žirmūnų g.,86.31,3,5,2001,Brick,Central thermostat,Fully,212500
Vilnius,Šnipiškės,Daugėliškio g.,51.19,3,4,2022,Brick,Central thermostat,Partial,200000
Vilnius,Naujamiestis,Šermukšnių g.,105.0,4,2,1940,Brick,Gas,Fully,650000
Vilnius,Šnipiškės,Konstitucijos pr.,95.0,3,6,2007,Brick,Central thermostat,Fully,380000
Vilnius,Antakalnis,P. Vileišio g.,51.72,2,0,2024,Brick,Central thermostat,Partial,261600
Vilnius,Antakalnis,P. Vileišio g.,51.56,2,3,2024,Brick,Central thermostat,Partial,263700
Vilnius,Antakalnis,P. Vileišio g.,58.52,3,2,2024,Brick,Central thermostat,Partial,210400
Vilnius,Antakalnis,P. Vileišio g.,67.0,3,3,2019,Brick,Central thermostat,Fully,421000
Vilnius,Antakalnis,P. Vileišio g.,51.8,2,4,2024,Brick,Central thermostat,Partial,270900
Vilnius,Antakalnis,P. Vileišio g.,66.29,3,3,2024,Brick,Central thermostat,Partial,341700
Vilnius,Antakalnis,P. Vileišio g.,58.2,3,5,2024,Brick,Central thermostat,Partial,219300
Vilnius,Antakalnis,P. Vileišio g.,89.21,4,3,2024,Brick,Central thermostat,Partial,459300
Vilnius,Antakalnis,P. Vileišio g.,35.43,1,2,2024,Brick,Central thermostat,Partial,129800
Vilnius,Antakalnis,P. Vileišio g.,35.03,1,1,2024,Brick,Central thermostat,Partial,129600
Kaunas,Vilijampolė,Vidurinė g.,32.56,2,2,1938,Log house,Solid fuel,Fully,45500
Klaipėda,Centras,Paryžiaus Komunos g.,81.85,3,5,2005,Block house,Central,Fully,167000
Vilnius,Trakų Vokė,E. Pliaterytės g.,79.05,3,3,2000,Brick,Gas,Fully,139900
Kėdainių r. sav.,Akademijos mstl.,Geležinkelio g.,60.0,2,1,1955,Log house,Solid fuel,Fully,13000
Klaipėda,Baltija,Baltijos pr.,79.0,3,6,1972,Brick,Central thermostat,Fully,87000
Vilnius,Baltupiai,Ozo g.,29.24,1,2,2022,Brick,Central thermostat,Fully,111600
Vilnius,Šnipiškės,Šatrijos g.,45.21,2,2,2023,Brick,Central thermostat,Partial,155975
Vilnius,Pašilaičiai,Pavilnionių g.,32.81,1,4,2023,Brick,Central thermostat,Partial,91868
Vilnius,Pašilaičiai,Pavilnionių g.,38.75,2,2,2023,Brick,Central thermostat,Partial,102688
Vilnius,Naujamiestis,Algirdo g.,35.93,2,2,2024,Brick,Central thermostat,Partial,156295
Vilnius,Baltupiai,Ozo g.,47.45,2,1,2022,Block house,Central thermostat,Fully,165300
Vilnius,Baltupiai,Ozo g.,47.33,2,3,2022,Block house,Central thermostat,Fully,164900
Vilnius,Baltupiai,Ozo g.,47.04,2,5,2022,Block house,Central thermostat,Fully,165900
Vilnius,Baltupiai,Ozo g.,67.81,3,4,2022,Block house,Central thermostat,Fully,227200
Vilnius,Baltupiai,Ozo g.,28.79,1,2,2022,Block house,Central thermostat,Fully,110000
Vilnius,Baltupiai,Ozo g.,47.36,2,2,2022,Block house,Central thermostat,Fully,164000
Vilnius,Bajorai,Bajorų kel.,21.7,1,3,2023,Brick,Central thermostat,Partial,74000
Panevėžys,Klaipėdos,Parko g.,49.59,2,8,1986,Brick,Central,Fully,43500
Panevėžys,Klaipėdos,Parko g.,30.96,2,4,2018,Brick,Other,Fully,135000
Panevėžys,Klaipėdos,Parko g.,40.52,2,1,2014,Brick,Central thermostat,Fully,99000
Panevėžys,Klaipėdos,Parko g.,34.27,2,1,2023,Brick,Central thermostat,Partial,94243
Panevėžys,Klaipėdos,Parko g.,51.97,3,3,2023,Brick,Central thermostat,Partial,129925
Vilnius,Paupys,Paupio g.,54.15,2,3,2021,Brick,Central thermostat,Partial,297000
Vilnius,Žemieji Paneriai,Savanorių pr.,35.0,1,3,1975,Brick,Central,Fully,59900
Kaunas,Senamiestis,Šv. Gertrūdos g.,66.92,3,3,1901,Brick,Central,Fully,157500
Kaunas,Dainava,Biržiškų g.,44.43,2,5,1962,Block house,Central,Fully,79000
Vilnius,Pašilaičiai,Eitminų g.,47.74,2,5,2015,Brick,Central thermostat,Fully,146000
Vilnius,Žemieji Paneriai,Ūmėdžių g.,100.24,4,5,1995,Brick,Central,Fully,160000
Klaipėda,Baltija,Baltijos pr.,67.0,3,8,1969,Brick,Central,Fully,72000
Vilnius,Naujamiestis,S. Konarskio g.,50.0,2,7,2003,Brick,Central thermostat,Fully,207000
Vilnius,Naujamiestis,Aguonų g.,50.0,2,1,2019,Monolithic,Central thermostat,Fully,189500
Vilnius,Naujamiestis,Aguonų g.,47.0,2,2,2019,Monolithic,Central thermostat,Fully,189500
Vilnius,Naujamiestis,Aguonų g.,46.64,2,2,2019,Monolithic,Central thermostat,Fully,226204
Vilnius,Senamiestis,Aguonų g.,146.0,4,1,1940,Brick,Central,Fully,250000
Klaipėda,Vingis,I. Simonaitytės g.,64.0,3,4,1980,Block house,Central,Fully,79900
Vilnius,Naujamiestis,Vinco Kudirkos g.,136.0,4,5,1999,Brick,Gas,Fully,490000
Kaunas,Centras,Parodos g.,90.0,3,3,2021,Brick,Gas,Fully,225000
Kaunas,Žemieji Šančiai,Sodų g.,100.0,4,3,2020,Brick,Central thermostat,Partial,185000
Vilnius,Fabijoniškės,Gedvydžių g.,50.41,2,1,1990,Block house,Central,Fully,95000
Vilnius,Fabijoniškės,Gedvydžių g.,50.11,2,5,1980,Block house,"Central, other",Fully,27800
Panevėžys,Klaipėdos,Ateities g.,50.03,2,4,1981,Block house,Central,Fully,55000
Vilnius,Šnipiškės,Daugėliškio g.,88.99,4,3,2022,Brick,Central thermostat,Partial,265000
Vilnius,Šnipiškės,Daugėliškio g.,65.58,4,7,2022,Brick,Central thermostat,Partial,225000
Vilnius,Šnipiškės,Daugėliškio g.,91.36,4,7,2022,Brick,Central thermostat,Partial,360000
Klaipėda,Centras,Taikos pr.,17.0,1,2,1965,Brick,Central,Fully,17800
Kaunas,Romainiai,Girios g.,59.39,3,1,2021,Brick,Gas,Fully,172000
Vilnius,Užupis,Užupio g.,231.0,5,2,1940,Brick,Aerothermal,Fully,750000
Vilnius,Senamiestis,Bokšto g.,80.17,3,2,2000,Brick,Central thermostat,Fully,350000
Vilnius,Senamiestis,Labdarių g.,176.0,6,3,1900,Brick,Central,Not,799000
Kauno r. sav.,Užliedžių k.,Kėkštų g.,45.12,2,2,2022,Brick,Gas,Partial,72200
Vilnius,Lazdynėliai,Žaibo g.,50.28,3,3,2019,Brick,"Gas, other",Fully,185000
Klaipėda,Tauralaukis,Tauralaukio g.,80.0,3,2,2014,Brick,Central thermostat,Fully,159000
Klaipėda,Tauralaukis,Tauralaukio g.,20.6,1,1,1958,Brick,Gas,Fully,110000
Klaipėda,Tauralaukis,Tauralaukio g.,30.12,1,2,1958,Brick,Gas,Fully,104000
Klaipėda,Tauralaukis,Tauralaukio g.,29.2,1,2,1958,Brick,Gas,Fully,103000
Klaipėda,Tauralaukis,Tauralaukio g.,45.58,3,1,1958,Brick,Gas,Fully,225000
Klaipėda,Tauralaukis,Tauralaukio g.,24.46,1,1,1958,Brick,Gas,Fully,119000
Klaipėda,Tauralaukis,Tauralaukio g.,50.0,2,5,1972,Block house,Central,Fully,53700
Klaipėda,Tauralaukis,Tauralaukio g.,50.0,2,5,1972,Block house,Central,Fully,54300
Šiauliai,Lieporiai,Aitvarų g.,80.0,4,1,2023,Brick,Other,Partial,128900
Vilnius,Kalnėnai,Moldovos g.,121.88,4,1,2017,Brick,Aerothermal,Fully,299000
Klaipėda,Varpai,Varpų g.,67.44,2,9,1994,Block house,Central,Fully,78500
Trakų r. sav.,Lentvario m.,Klevų al.,38.54,2,4,1973,Block house,Central,Fully,67000
Kauno r. sav.,Noreikiškių k.,Maumedžių g.,62.0,3,1,2023,Brick,Gas,Partial,132000
Vilnius,Šnipiškės,Šeimyniškių g.,42.98,2,3,2020,Brick,Central thermostat,Fully,236500
Vilnius,Šnipiškės,Šeimyniškių g.,52.95,2,6,1986,Brick,Central,Fully,43000
Vilnius,Šnipiškės,Kalvarijų g.,27.79,1,8,1969,Brick,Central,Fully,78000
Vilnius,Šnipiškės,Kalvarijų g.,29.61,1,1,1965,Brick,Central thermostat,Fully,31300
Vilnius,Karoliniškės,Rolando Jankausko g.,63.6,3,4,1973,Block house,Central,Other,107000
Šiauliai,Dainiai,K. Korsako g.,81.33,4,3,1989,Block house,Central,Fully,78000
Klaipėda,Bandužiai,Bandužių g.,38.0,1,5,1991,Block house,Central,Fully,55000
Radviliškio r. sav.,Pakalniškių k.,Sodų g.,50.48,2,2,1988,Brick,"Central, solid fuel",Fully,13900
Klaipėda,Paupiai,Ragainės g.,42.0,2,1,2018,Brick,Central thermostat,Fully,134900
Klaipėda,Paupiai,Ragainės g.,42.24,2,4,1960,Brick,Central thermostat,Fully,50000
Vilnius,Naujoji Vilnia,Karklėnų g.,47.45,2,4,1986,Brick,Central,Fully,75500
Alytus,Vidzgiris,Kaštonų g.,78.08,4,1,1979,Block house,Central,Fully,68000
Kaunas,Dainava,V. Krėvės pr.,62.0,3,1,1969,Block house,Central,Fully,76900
Kaunas,Dainava,V. Krėvės pr.,36.01,1,4,1981,Block house,Central,Fully,31500
Vilnius,Viršuliškės,Viršilų g.,58.93,2,10,2006,Block house,Central thermostat,Fully,160000
Vilnius,Paupys,Krivūlės g.,57.62,2,2,2022,Brick,Aerothermal,Partial,245000
Ignalinos r. sav.,Didžiasalio k.,Dumblio g.,36.0,1,2,1989,Block house,Central,Fully,6800
Šiauliai,Zokniai,Radviliškio g.,29.12,1,4,1973,Brick,Central,Fully,42500
Šiauliai,Dainiai,Dainų g.,68.82,3,8,1981,Block house,Central,Fully,87000
Vilnius,Naujoji Vilnia,Pramonės g.,28.0,1,2,1980,Brick,Electric,Fully,38000
Vilnius,Senamiestis,Šv. Stepono g.,26.15,1,3,1940,Brick,Central,Other,125400
Vilnius,Senamiestis,Paupio g.,56.97,3,2,1940,Brick,Solid fuel,Other,180960
Vilnius,Naujamiestis,Panerių g.,46.74,2,1,1940,Brick,Solid fuel,Other,116760
Vilnius,Viršuliškės,Viršuliškių g.,64.0,3,2,1977,Block house,Central,Fully,120000
Vilnius,Naujininkai,Kapsų g.,12.4,1,3,1977,Brick,Central,Other,26200
Vilnius,Šnipiškės,Kalvarijų g.,41.44,2,1,1940,Wooden house,Solid fuel,Other,82800
Vilnius,Pilaitė,M. Mažvydo g.,64.88,3,4,2017,Brick,Central thermostat,Fully,207500
Klaipėda,Giruliai,E. Franco g.,28.56,1,1,2024,Brick,Gas,Partial,108528
Vilnius,Naujininkai,Iešmininkų g.,28.59,1,1,1890,Wooden house,Solid fuel,Other,29520
Vilnius,Naujamiestis,Geležinio Vilko g.,17.63,1,4,1977,Brick,Central,Fully,39900
Vilnius,Senamiestis,Gėlių g.,36.12,2,3,1940,Brick,Central,Other,152490
Vilnius,Naujamiestis,Algirdo g.,26.0,1,3,1940,Brick,Central,Not,16900
Vilnius,Naujamiestis,Algirdo g.,32.95,1,5,1988,Block house,Central,Other,20500
Vilnius,Senamiestis,Didžioji g.,90.98,7,1,1940,Brick,Central,Other,319670
Šiauliai,Dainiai,Dainų g.,80.53,4,9,1980,Block house,Central,Fully,69000
Klaipėda,Senamiestis,Pilies g.,57.62,3,1,1968,Brick,Central thermostat,Fully,110000
Šiauliai,Centras,Vytauto g.,50.0,2,4,1989,Brick,Central,Fully,55900
Šiauliai,Centras,Vytauto g.,34.39,2,1,1966,Brick,Central,Fully,34000
Klaipėda,Centras,Šaulių g.,86.42,3,2,1930,Brick,Central,Fully,167000
Klaipėda,Vingis,Šiaulių g.,47.0,2,5,1976,Block house,Central thermostat,Partial,60500
Kaunas,Dainava,Birželio 23-iosios g.,56.27,3,5,1967,Brick,Central,Fully,78500
Kaunas,Žaliakalnis,Mituvos g.,32.0,2,2,2022,Brick,Electric,Fully,76000
Ukmergės r. sav.,Dainavos k.,Kalvelių g.,87.62,3,2,1969,Brick,Central,Fully,28500
Šiauliai,Dainiai,Dainų g.,31.35,1,2,1985,Block house,Central,Fully,58900
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,43.88,2,1,1970,Block house,Central,Fully,17000
Vilnius,Senamiestis,Didžioji g.,67.11,2,5,1998,Brick,Other,Fully,215000
Klaipėda,Giruliai,E. Franco g.,22.0,1,4,2007,Brick,Gas,Fully,75000
Vilnius,Žirmūnai,Žirmūnų g.,82.82,4,1,1968,Block house,Central,Fully,139500
Klaipėda,Vėtrungė,Paryžiaus Komunos g.,33.92,1,9,1968,Brick,Central,Fully,62500
Kaunas,Dainava,V. Krėvės pr.,60.66,3,9,2022,Brick,Central thermostat,Partial,133452
Vilnius,Naujininkai,Savanorių pr.,21.5,1,9,1965,Block house,Central,Fully,52000
Klaipėda,Vingis,Šilutės pl.,33.0,1,1,1978,Block house,Central thermostat,Fully,52800
Klaipėda,Vingis,Šilutės pl.,33.0,1,1,1978,Block house,Central,Fully,52700
Kaunas,Eiguliai,S. Žukausko g.,49.0,2,1,1975,Block house,Central,Fully,85000
Kaunas,Aukštieji Šančiai,Ašmenos 1-oji g.,57.0,3,4,2007,Brick,Other,Fully,143000
Kaunas,Aleksotas,Antakalnio g.,49.0,2,1,1949,Brick,Central,Fully,89999
Klaipėda,Bandužiai,Lūžų g.,89.0,4,10,1992,Block house,Central,Fully,97000
Vilnius,Pilaitė,Elbingo g.,55.41,3,4,2019,Brick,Central,Fully,189000
Vilnius,Naujamiestis,Savanorių pr.,37.01,1,11,1977,Brick,Central,Fully,115000
Vilnius,Dvarčionys,Keramikų g.,71.23,4,4,1975,Brick,Central,Fully,155000
Vilnius,Lazdynai,Erfurto g.,46.8,2,3,1969,Block house,Central,Not,99000
Šiauliai,Centras,Aušros al.,141.74,5,1,1932,Brick,"Electric, aerothermal",Fully,200000
Šiauliai,Centras,Gumbinės g.,78.7,3,3,1997,Brick,"Central, gas",Fully,83000
Šiauliai,Centras,Gumbinės g.,109.0,6,1,2011,Brick,Gas,Fully,299000
Kaunas,Žaliakalnis,Šimkaičių g.,53.0,2,1,2022,Brick,Other,Other,158000
Vilnius,Senamiestis,Subačiaus g.,65.2,3,2,1940,Brick,Gas,Fully,290000
Vilnius,Naujininkai,Pelesos g.,30.47,1,1,1959,Brick,Central,Fully,68000
Kaunas,Vilijampolė,Demokratų g.,60.9,3,4,1965,Block house,Central,Fully,96000
Vilnius,Šnipiškės,Linkmenų g.,43.58,2,5,2016,Brick,Central thermostat,Fully,195000
Kaunas,Eiguliai,Žeimenos g.,64.82,3,5,1983,Block house,Central,Fully,125000
Vilnius,Pilaitė,M. Pretorijaus g.,162.0,4,1,2000,Brick,Central,Fully,348000
Klaipėda,Vingis,Šilutės pl.,70.0,3,9,1983,Block house,Central,Fully,73000
Klaipėda,Vingis,Šilutės pl.,70.0,3,9,1980,Block house,Central,Fully,72990
Kaunas,Aukštieji Šančiai,Medvėgalio g.,65.0,3,2,1973,Brick,Central,Fully,83000
Vilnius,Fabijoniškės,Salomėjos Nėries g.,36.14,2,3,2006,Brick,Central thermostat,Fully,93500
Kaunas,Šilainiai,Rasytės g.,68.76,4,9,1987,Block house,Central,Fully,89000
Vilnius,Naujoji Vilnia,Pramonės g.,22.0,1,1,1900,Brick,Gas,Fully,65800
Vilnius,Naujoji Vilnia,Pramonės g.,50.0,2,4,1980,Brick,Central,Fully,43500
Vilnius,Naujoji Vilnia,Pramonės g.,65.0,2,2,2002,Brick,Gas,Fully,199777
Kauno r. sav.,Jonučių II k.,Versmės g.,72.0,3,2,2009,Brick,Gas,Fully,153000
Klaipėda,Bandužiai,Bandužių g.,66.0,2,5,1992,Block house,Central,Fully,65000
Šiauliai,Zokniai,Radviliškio g.,65.37,3,5,1971,Brick,Central,Fully,75500
Klaipėda,Bandužiai,Lūžų g.,55.0,2,8,1990,Block house,Central,Fully,55900
Klaipėda,Bandužiai,Lūžų g.,55.0,2,8,1990,Block house,Central,Fully,56000
Kupiškio r. sav.,Noriūnų k.,Melioratorių g.,57.57,3,4,1976,Block house,Central,Fully,23000
Vilnius,Dvarčionys,Moliakalnio g.,30.0,1,1,1967,Brick,Solid fuel,Fully,67000
Utenos m.,Smėlio,Smėlio g.,51.13,2,1,1987,Brick,Central,Not,59900
Vilnius,Santariškės,Dangeručio g.,73.86,3,3,2023,Brick,"Electric, aerothermal",Partial,183000
Šiauliai,Dainiai,Dainų g.,54.65,2,8,2010,Brick,Central thermostat,Fully,109000
Vilnius,Antakalnis,Lentupio g.,103.11,5,3,1991,Brick,Central,Fully,225000
Radviliškio r. sav.,Pakiršinio k.,Draugystės g.,35.0,1,2,1973,Brick,Central,Fully,11700
Pasvalio r. sav.,Gulbinėnų k.,Parko g.,54.0,2,2,1981,Monolithic,Other,Not,2300
Vilniaus r. sav.,Riešės k.,Aušros g.,97.0,3,0,2008,Brick,Gas,Fully,119000
Vilniaus r. sav.,Riešės k.,Aušros g.,19.9,1,2,2021,Brick,Electric,Fully,72000
Vilniaus r. sav.,Riešės k.,Aušros g.,19.9,1,2,2021,Brick,Electric,Fully,73000
Kaunas,Dainava,Taikos pr.,65.62,3,2,1988,Brick,Central,Fully,112000
Vilnius,Justiniškės,Laisvės pr.,69.59,3,3,1986,Monolithic,Central,Fully,145000
Vilnius,Senamiestis,V. Mykolaičio-Putino g.,102.26,3,2,2007,Brick,Central thermostat,Fully,440000
Klaipėda,Centras,S. Daukanto g.,34.0,2,2,1920,Brick,Central,Fully,92000
Šiauliai,Gubernija,J. Basanavičiaus g.,38.0,2,1,1938,Wooden house,Solid fuel,Fully,17500
Kaunas,Dainava,Taikos pr.,63.08,3,9,1987,Brick,Central thermostat,Fully,109000
Vilnius,Senamiestis,K. Kalinausko g.,67.14,2,5,1940,Brick,Central thermostat,Fully,285900
Kaunas,Dainava,Partizanų g.,61.78,3,2,1972,Block house,Central,Fully,94900
Kauno r. sav.,Voškonių k.,Taikos g.,50.0,2,1,1978,Brick,"Electric, solid fuel",Fully,70000
Vilnius,Šnipiškės,A. Juozapavičiaus g.,90.21,3,6,2006,Brick,"Central, central thermostat",Fully,349000
